classe;cote_range;description
PQ;PQ2205;Chateaubriand, François-René, vicomte de, 1768-1848 (Table P-PZ39)
PQ;PQ2207.C16;Châtelain, Auguste, 1838-1923 (Table P-PZ40)
PQ;PQ2207.C18;Chatelain, Jean Baptiste François Ernest de, chevalier, 1801-1881 (Table P-PZ40)
PQ;PQ2207.C3;Chênedollé, Charles Julien Lioult de, 1769-1833 (Table P-PZ40)
PQ;PQ2207.C4;Cherbuliez, Victor, 1829-1899 (Table P-PZ40)
PQ;PQ2207.C417;Cherville, Gaspard-Georges Pescow, marquis de, 1821-1898 (Table P-PZ40)
PQ;PQ2207.C45;Chevalier, H.-Émile (Henri-Émile), 1828-1879 (Table P-PZ40)
PQ;PQ2207.C454;Chevigné, Louis Marie Joseph Le Riche, comte de, 1793-1876 (Table P-PZ40)
PQ;PQ2207.C54;Cladel, Lon Alpinien, 1834?-1892 (Table P-PZ40)
PQ;PQ2207.C56;Clairville, Louis Frangois Nicolaie, called, 1811-1879 (Table P-PZ40)
PQ;PQ2207.C58;Clarens, Jean Paul (Table P-PZ40)
PQ;PQ2207.C6;Claretie, Jules, 1840-1913 (Table P-PZ40)
PQ;PQ2207.C63;Claretie, Léo, 1862-1924 (Table P-PZ40)
PQ;PQ2207.C85;Cluzeaux, P.-C. (Pierre C.), b. 1808 (Table P-PZ40)
PQ;PQ2209.C4;Cogniard, Hippolyte and Théodore (1831-1876) (Table P-PZ40)
PQ;PQ2209.C45;Coiffier de Moret, Simon, 1764-1826 (Table P-PZ40)
PQ;PQ2209.C6;Colet, Louise, 1810-1876 (Table P-PZ40)
PQ;PQ2210.C65;Combettes-Lambourelié, Louis de, 1817-1881 (Table P-PZ40)
PQ;PQ2211.C24;Constant de Rebecque, Henri Benjamin, 1767-1830 (Benjamin Constant) (Table P-
PQ;PQ2211.C3;Coppée, François, 1842-1908 (Table P-PZ40)
PQ;PQ2211.C318;Corbiére, Édouard, 1793-1875 (Table P-PZ40)
PQ;PQ2211.C32;Corbire, Tristan, 1845-1875 (Table P-PZ40)
PQ;PQ2211.C4;Coster, Charles de, 1827-1879 (Table P-PZ40)
PQ;PQ2211.C412;Cottin, Marie (Risteau), called Sophie, 1770-1807 (Table P-PZ40)
PQ;PQ2211.C4146;Courchamps, comte de, 1783-1849 (Table P-PZ40)
PQ;PQ2211.C42;Courier de Méré, Paul Louis, 1772-1825 (Table P-PZ40)
PQ;PQ2211.C43;Courmont, Louis de, 1828-1900 (Table P-PZ40)
PQ;PQ2211.C5;Craven, Pauline Marie Armande Agla (Ferron de La Ferronays), 1808-1891 (Table P-
PQ;PQ2211.C57;Crémieux, Hector Jonathan, 1828-1892 (Table P-PZ40)
PQ;PQ2211.C6;Creuz de Lesser, Augustin Frangois, baron, 1771-1839 (Table P-PZ40)
PQ;PQ2211.C612;Crevel de Charlemagne, Louis, b. 1806 (Table P-PZ40)
PQ;PQ2211.C63;Croiset, Paul, 1860- (Table P-PZ40)
PQ;PQ2211.C65;Cros, Charles, 1842-1888 (Table P-PZ40)
PQ;PQ2211.C8;Curel, François, vicomte de, 1854-1930 (Table P-PZ40)
PQ;PQ2211.C85;Custine, Astolphe Louis Léonard, marquis de, 1790-1857 (Table P-PZ40)
PQ;PQ2211.C87;Cuvelier, J.-G.-A. (Jean-Guillaume-Antoine), 1766-1824 (Table P-PZ40)
PQ;PQ2215.D3;Darzens, Rodolphe, 1865- (Table P-PZ40)
PQ;PQ2215.D33;Daniel, abbe (J.) (Table P-PZ40)
PQ;PQ2215.D34;Dasconaguerre, J.B. (Table P-PZ40)
PQ;PQ2216;Daudet, Alphonse, 1840-1897
PQ;PQ2216.A1-.A59;Collected works
PQ;PQ2216.A1;Collected works. By date
PQ;PQ2216.A14A-.A14Z;Selected works. By editor, A-Z
PQ;PQ2216.A19;Collected plays
PQ;PQ2216.A2-.A29;English translations
PQ;PQ2216.A3-.A39;German translations
PQ;PQ2216.A5-.A59;Other translations, alphabetically by language
PQ;PQ2216.A56;Polish
PQ;PQ2216.A6-.Z3;Separate works
PQ;PQ2216.A63;Les absents (Opéra-comique)
PQ;PQ2216.A7;Les amoureuses, poèmes et fantasies
PQ;PQ2216.A8;L'Arlésienne (Drame)
PQ;PQ2216.A86;Audiberte
PQ;PQ2216.B4;La Belle-Nivernaise
PQ;PQ2216.C3;Le char (Opéra-comique)
PQ;PQ2216.C4;Les cicognes, legendes rhénane
PQ;PQ2216.C5;La comtesse Irma
PQ;PQ2216.C6;Contes choisis
PQ;PQ2216.C65;Contes d'hiver
PQ;PQ2216.C7;Contes de lundi
PQ;PQ2216.D4;La défense de Tarascon
PQ;PQ2216.D5;La dernière idole
PQ;PQ2216.E5;L'enterrement d'une étoile
PQ;PQ2216.E6;Entre les frises et la rampe
PQ;PQ2216.E8;L'évangéliste
PQ;PQ2216.F4;La Fédor
PQ;PQ2216.F5;Les femmes d'artistes
PQ;PQ2216.F6;Le frère aîne (Drame)
PQ;PQ2216.F8;Fromont jeune et Risler aîné
PQ;PQ2216.I4;L'immortel
PQ;PQ2216.J3;Jack
PQ;PQ2216.L5;Lettres de mon moulin
PQ;PQ2216.L6;Lise Tavernier
PQ;PQ2216.L8;La lutte pour la vie (Drame)
PQ;PQ2216.M4;La meneuse (Drame)
PQ;PQ2216.N2;Le nabab, moeurs parisiennes
PQ;PQ2216.N3;Le nabab (Drame)
PQ;PQ2216.N6;Notes sur la vie
PQ;PQ2216.N8;"Numa Roumestan; moeurs parisiennes"
PQ;PQ2216.N9;Numa Roumestan (Drame)
PQ;PQ2216.O3;L'obstacle (Drame)
PQ;PQ2216.O4;L'oeillet blanc (Comédie)
PQ;PQ2216.P4;Le petit chose, histoire d'un enfant
PQ;PQ2216.P5;Le petite paroisse: moeurs conjugales
PQ;PQ2216.P7;Port-Tarascon
PQ;PQ2216.P8;Premier voyage, premier mensonge, souvenirs de mon enfance
PQ;PQ2216.P9;"Les prunes; poèsie"
PQ;PQ2216.R6;Robert Helmont
PQ;PQ2216.R7;Les rois en exil
PQ;PQ2216.R75;Le roman du Chaperon Rouge
PQ;PQ2216.R8;Rose et Ninette
PQ;PQ2216.S2;Le sacrifice (Comédie)
PQ;PQ2216.S3;"Sapho; moeurs parisiennes"
PQ;PQ2216.S4;Sapho (Play)
PQ;PQ2216.S5;Le siège de Berlin
PQ;PQ2216.S8;Soutien de famille
PQ;PQ2216.T4;Tartarin de Tarascon
PQ;PQ2216.T5;Tartarin sur les Alpes
PQ;PQ2216.T7;Le tresor d'Arlatan
PQ;PQ2216.T8;"Trois souvenirs: Au Fort-Montrouge; à la Salpêtrière; Une leçon"
PQ;PQ2216.Z5;Biography. Criticism
PQ;PQ2216.Z5A2;Souvenirs d'un homme de lettres
PQ;PQ2216.Z5A6;Lettres à un absent
PQ;PQ2217.D2;Daudet, Ernest, 1837-1921 (Table P-PZ40)
PQ;PQ2217.D25;Daudet, Julia Rosalie Cleste (Allard), 1847- (Table P-PZ40)
PQ;PQ2217.D27;Dautrevaux, Clophas Reimbold (Table P-PZ40)
PQ;PQ2217.D3;David, Jules Antoine (Table P-PZ40)
PQ;PQ2217.D4;David, Marie (de Saffron), 1831-1885 (Table P-PZ40)
PQ;PQ2217.D58;Decourcelle, Adrien, 1824-1892 (Table P-PZ40)
PQ;PQ2217.D6;Decourcelle, Pierre, 1856-1926 (Table P-PZ40)
PQ;PQ2217.D617;Defontenay, Charlemagne Ischir, 1814-1856 (Table P-PZ40)
PQ;PQ2217.D66;Delacroix, Eugène, 1798-1863 (Table P-PZ40)
PQ;PQ2217.D8;Delavigne, Jean Franois Casimir, 1794-1843 (Table P-PZ40)
PQ;PQ2217.D9;Deleutre, Paul Charles Philippe Eric, 1856-1915 (Table P-PZ40)
PQ;PQ2218.D2;Delpit, Albert, 1849-1893 (Table P-PZ40)
PQ;PQ2218.D3;Delpit, douard, 1844-1900 (Table P-PZ40)
PQ;PQ2218.D34;Deltuf, Paul, 1825-1871 (Table P-PZ40)
PQ;PQ2218.D4;Denis, Ferdinand, 1798-1890 (Table P-PZ40)
PQ;PQ2218.D54;Dennery, Adolphe Philippe, 1811-1899 (Table P-PZ40)
PQ;PQ2218.D6;Depré, Ernest, 1854- (Table P-PZ40)
PQ;PQ2218.D63;Dépret, Louis, 1837- (Table P-PZ40)
PQ;PQ2218.D7;Déroulède, Paul, 1846-1914 (Table P-PZ40)
PQ;PQ2218.D73;Désaugiers, Marc Antoine Madeleine, 1772-1827 (Table P-PZ40)
PQ;PQ2218.D75;Desbordes-Valmore, Marceline, 1786-1859 (Table P-PZ40)
PQ;PQ2218.D8;Descaves, Lucien, 1861- (Table P-PZ40)
PQ;PQ2218.D86;Deschamps, Antoni, 1800-1869 (Table P-PZ40)
PQ;PQ2218.D87;Deschamps, Émile, 1791-1871 (Table P-PZ40)
PQ;PQ2219.D2;Deschanel, Émile Auguste tienne Martin, 1819-1904 (Table P-PZ40)
PQ;PQ2219.D3;Des Essarts, Alfred Stanislas Langlois, 1811-1893 (Table P-PZ40)
PQ;PQ2219.D35;Des Essarts, Emmanuel, 1839- (Table P-PZ40)
PQ;PQ2219.D4;Deslys, Charles Collinet, 1821-1885 (Table P-PZ40)
PQ;PQ2219.D526;Desprez, Louis, 1861-1885 (Table P-PZ40)
PQ;PQ2219.D528;Destrée, Jules, 1863-1936 (Table P-PZ40)
PQ;PQ2219.D56;Deulin, Charles, 1827-1877 (Table P-PZ40)
PQ;PQ2219.D7;Dierx, Léon, 1838-1912 (Table P-PZ40)
PQ;PQ2219.D73;Dieulafoy, Jane, 1851-1916 (Table P-PZ40)
PQ;PQ2219.D75;Dieulafoy, Joseph Marie Armand Michel, 1762-1823 (Table P-PZ40)
PQ;PQ2219.D8;Dinaux (Table P-PZ40)
PQ;PQ2220.D2;Dodillon, Émile, 1848- (Table P-PZ40)
PQ;PQ2220.D3;Dorchain, Auguste, 1857-1930 (Table P-PZ40)
PQ;PQ2220.D315;Dossion, Étienne-Auguste, 1770-1832 (Table P-PZ40)
PQ;PQ2220.D32;Double, Henriette Marie Adelaide Biard d'Aunet, baronne, 1848-1897 (Table P-PZ40)
PQ;PQ2220.D33;Doucet, Camille, 1812-1895 (Table P-PZ40)
PQ;PQ2220.D345;Dovalle, Charles, 1807-1830 (Table P-PZ40)
PQ;PQ2220.D36;Driant, Émile Augustin Cyprien, 1855-1916 (Table P-PZ40)
PQ;PQ2220.D4;Droz, Gustave, 1832-1895 (Table P-PZ40)
PQ;PQ2220.D6;Du Boisgobey, Fortuné Hippolyte Auguste, 1821-1891 (Table P-PZ40)
PQ;PQ2220.D62;Du Boys, J. (Jean) (Table P-PZ40)
PQ;PQ2220.D67;Dubut de Laforest, Jean Louis, 1853-1902 (Table P-PZ40)
PQ;PQ2220.D7;Du Camp, Maxime, 1822-1894 (Table P-PZ40)
PQ;PQ2220.D716;Ducancel, C.-P. (Charles Pierre), 1766-1835 (Table P-PZ40)
PQ;PQ2220.D72;Du Cange, Victor Henri Joseph Brahain, 1783-1833 (Table P-PZ40)
PQ;PQ2220.D723;Ducasse, Isadore Lucien, 1846-1870 (Table P-PZ40)
PQ;PQ2220.D74;Ducos, Florentin, 1789-1873 (Table P-PZ40)
PQ;PQ2220.D75;Ducray-Duminil, M. (François Guillaume), 1761-1819 (Table P-PZ40)
PQ;PQ2220.D8;Dujardin, Edouard, 1861- (Table P-PZ40)
PQ;PQ2220.D9;Dumanoir, Philippe Fraois Pinel, called, 1806-1865 (Table P-PZ40)
PQ;PQ2221;Collected works. By date (date letter)
PQ;PQ2222;Selected works. By editor
PQ;PQ2223;English. By translator or publisher
PQ;PQ2224;Other. By language, A-Z, subarranged by translator
PQ;PQ2225.A2;L'abbaye de Peyssac
PQ;PQ2225.A3;Acté
PQ;PQ2225.A4;L'alchimiste
PQ;PQ2225.A5;Ange Pitou
PQ;PQ2225.A7;Antony
PQ;PQ2225.A75;Aventures de John Davys
PQ;PQ2225.C15;Caligula
PQ;PQ2225.C18;Le capitaine Pamphile
PQ;PQ2225.C2;Le capitaine Paul (Novel)
PQ;PQ2225.C25;Cathèrine Howard
PQ;PQ2225.C3;Charles VII
PQ;PQ2225.C4;La chasse et l'amour
PQ;PQ2225.C5;Le chevalier d' Harmental
PQ;PQ2225.C6;Le chevalier de Maison-Rouge (Play)
PQ;PQ2225.C7;Le chevalier de Maison-Rouge (Novel)
PQ;PQ2225.C734;Le chevalier de Sainte-Hermine
PQ;PQ2225.C75;Chroniques de France
PQ;PQ2225.C8;Le collier de la reine
PQ;PQ2225.C9;Les compagnons de Jéhu
PQ;PQ2226;Le comte de Monte-Cristo (Novel) (Table P-PZ41)
PQ;PQ2227.C2;La comtesse de Charny
PQ;PQ2227.C3;La comtesse de Salisbury
PQ;PQ2227.C4;La conscience (Novel)
PQ;PQ2227.C5;La conscience (Play)
PQ;PQ2227.D2;La dame de Monsoreau
PQ;PQ2227.D4;Les demoiselles de Saint-Cyr
PQ;PQ2227.D5;Les deux Diane
PQ;PQ2227.D53;Les deux reines
PQ;PQ2227.D6;Dieu dispose
PQ;PQ2227.D7;Don Juan de Marana, ou La chute d'un ange
PQ;PQ2227.D8;Les drames de la mer
PQ;PQ2227.E3;Emma Lyonna
PQ;PQ2227.E4;L'envers d'une conspiration
PQ;PQ2227.F3;Une fille du régent (Novel)
PQ;PQ2227.F35;Une fille du régent (Play)
PQ;PQ2227.F44;Les fils de l'emigré
PQ;PQ2227.F5;Les fréres corses
PQ;PQ2227.G8;La guerre des femmes (Series of novels)
PQ;PQ2227.H4;Henri III et sa cour
PQ;PQ2227.H5;Histoire d'un cabanon et d'un chalet
PQ;PQ2227.H68;Homme au masque de fer (Novel)
PQ;PQ2227.H69;Homme au masque de fer (Play)
PQ;PQ2227.I6;L'invitation à la valse
PQ;PQ2227.I7;Isable de Bavière
PQ;PQ2227.K3;Kean
PQ;PQ2227.L7;Louise Bernard
PQ;PQ2227.M2;Mademoiselle de Belle-Isle
PQ;PQ2227.M3;Massacres de midi. Urbain Grandier
PQ;PQ2227.M4;Les Médicis
PQ;PQ2227.M5;Mémoires d'un médecin
PQ;PQ2227.M51;1. partie: Joseph Balsamo
PQ;PQ2227.M52;2. partie: Andrée de Tavernay
PQ;PQ2227.M6;Les mille et un fantômes
PQ;PQ2227.M7;Les Mohicans de Paris (Novel)
PQ;PQ2227.M75;Les Mohicans de Paris (Play)
PQ;PQ2227.M77;Monseigneur Gaston Phoebus
PQ;PQ2227.M8;Monte-Cristo (Play)
PQ;PQ2227.M81;1: partie: 1. soirée
PQ;PQ2227.M82;2: partie: 2. soirée
PQ;PQ2227.M83;3: partie: Le conte de Morcerf
PQ;PQ2227.M84;4: partie: Villefort, 4e soirée de Monte-Cristo
PQ;PQ2227.M9;Les mousquetaires (Play)
PQ;PQ2227.N15;Nanon de Lartigues
PQ;PQ2227.N2;Napoléon Bonaparte, ou Trente ans de l'histoire de France
PQ;PQ2227.N6;La noce et l'enterrement
PQ;PQ2227.N7;Nouvelles contemporaines
PQ;PQ2227.O6;Olympe de Clèves
PQ;PQ2227.O8;Othon l'archer
PQ;PQ2227.P15;Le page du duc de Savoie
PQ;PQ2227.P2;Paul Jones (Play)
PQ;PQ2227.P4;Pélérinage de Hadji-Abd-el-Hamid Bey
PQ;PQ2227.P7;Praxede
PQ;PQ2227.P8;Le pribonnier de la Bastille, fin des mousquetaires
PQ;PQ2227.Q2;Les quarante-cinq
PQ;PQ2227.R3;La reine Margot (Novel)
PQ;PQ2227.R35;La reine Margot (Play)
PQ;PQ2227.R76;La royale Maison de Savoie
PQ;PQ2227.S2;La salle d'armes
PQ;PQ2227.S3;La San-Felice
PQ;PQ2227.S4;Le séducteur et la mari
PQ;PQ2227.S6;Souvenirs d'Antony
PQ;PQ2227.S7;Souvenirs d'une favorite
PQ;PQ2227.S78;Stockholm, Fontainebleau, et Rome, trilogie dramatique
PQ;PQ2227.S8;Les Stuarts
PQ;PQ2227.S9;Sylvandire
PQ;PQ2227.T3;Térésa
PQ;PQ2227.T47;La terreur prussienne
PQ;PQ2227.T6;Le tour de Nesle
PQ;PQ2228;Les trois mousquetaires (Novel) (Table P-PZ41)
PQ;PQ2229.T7;Le trou de l'enfer
PQ;PQ2229.T8;La tulipe noire
PQ;PQ2229.V4;Le vicomte de Bragelonne
PQ;PQ2229.V46;La vicomtesse de Cambes
PQ;PQ2229.V5;Une vie artiste
PQ;PQ2229.V55;La Villa Palmire
PQ;PQ2229.V6;Vingt ans apres
PQ;PQ2230.A2;Autobiography, journals, letters, memoirs
PQ;PQ2230.A3-Z;Biography and criticism
PQ;PQ2231;Dumas, Alexandre, fils, 1824-1895
PQ;PQ2231.A19;Collected plays
PQ;PQ2231.A6-.Z3;Separate works
PQ;PQ2231.A63;Affaire Clémenceau
PQ;PQ2231.A65;L'ami des femmes
PQ;PQ2231.A68;Antonine
PQ;PQ2231.A7;Atala
PQ;PQ2231.A8;Aventures de quatre femmes et d'un perroquet
PQ;PQ2231.B7;La boîte d'argent
PQ;PQ2231.C2;Un cas de rupture
PQ;PQ2231.C3;Ce que llon voit tous les jours
PQ;PQ2231.C4;Césarine
PQ;PQ2231.C6;La comtesse Romani
PQ;PQ2231.C7;Contes et nouvelleb
PQ;PQ2231.D2;La dame aux camélias (Novel)
PQ;PQ2231.D3;Texts. By date
PQ;PQ2231.D32;English translations. By date
PQ;PQ2231.D33;Polyglot translations. By date
PQ;PQ2231.D34;Criticism
PQ;PQ2231.D37;La dame aux perles
PQ;PQ2231.D4;Le demimonde
PQ;PQ2231.D5;Denise
PQ;PQ2231.D6;Les deux reines
PQ;PQ2231.D7;Diane de Lys et Grangette (Novel)
PQ;PQ2231.D75;Diane de Lys (Play)
PQ;PQ2231.D8;Discours de réception a l'Académie
PQ;PQ2231.D9;Le docteur Servans
PQ;PQ2231.E4;Entr'actes
PQ;PQ2231.E42;Nouveau entr'actes
PQ;PQ2231.E7;L'étrangère
PQ;PQ2231.F3;La femme de Claude
PQ;PQ2231.F4;Les femmes qui tuent et les femmes qui votent
PQ;PQ2231.F5;Le fils naturel
PQ;PQ2231.F7;Francillon
PQ;PQ2231.H4;Héloïse Paranquet
PQ;PQ2231.H5;Histoire du supplice d'une femme
PQ;PQ2231.I3;Les ides de Mme. Aubray
PQ;PQ2231.I6;Ilka
PQ;PQ2231.L4;Une lettre sur les choses du jour
PQ;PQ2231.M3;Les madeleines repenties
PQ;PQ2231.M7;Monsieur Alphonse
PQ;PQ2231.N6;Nouvelle lettre sur les choses du jour
PQ;PQ2231.P4;Péchés de jeunesse
PQ;PQ2231.P5;Un père prodigue
PQ;PQ2231.P7;La princesse de Bagdad
PQ;PQ2231.P8;La princesse Georges
PQ;PQ2231.Q4;La question d'argent
PQ;PQ2231.R4;Le régent Mustel
PQ;PQ2231.R6;Le roman d'une femme
PQ;PQ2231.R65;La Route de Thèbes
PQ;PQ2231.S7;Sophie Printems
PQ;PQ2231.T4;Thérèse
PQ;PQ2231.T7;Tristan le Roux
PQ;PQ2231.T8;Trois hommes forts
PQ;PQ2231.V4;La vie à vingt ans
PQ;PQ2231.V7;Une visite de noces
PQ;PQ2231.Z5;Biography. Criticism
PQ;PQ2235;Dumas - Dz
PQ;PQ2235.D3;Dumersan, Théophile Marion, 1780-1849 (Table P-PZ40)
PQ;PQ2235.D38;Dumot d'Urville, Jules-Sébastien-César, 1790-1842 (Table P-PZ40)
PQ;PQ2235.D42;Dupaty, Louis Emmanuel Félicité Charles Mercier, 1775-1851 (Table P-PZ40)
PQ;PQ2235.D46;Duplessis, Paul, 1815-1865 (Table P-PZ40)
PQ;PQ2235.D492;Dupond, Jean Louis Nicolas, 1831-1902 (Table P-PZ40)
PQ;PQ2235.D5;Dupont, Pierre, 1821-1870 (Table P-PZ40)
PQ;PQ2235.D54;Dupouy, Georges (Table P-PZ40)
PQ;PQ2235.D6;Durand, Alice Marie Céleste (Fleury), 1842-1902 (Table P-PZ40)
PQ;PQ2235.D65;Duras, Claire de Durfort, duchesse de, 1777-1828 (Table P-PZ40)
PQ;PQ2235.D665;Duruy, George, 1853-1918 (Table P-PZ40)
PQ;PQ2235.D8;Duval, Alexandre, 1767-1842 (Table P-PZ40)
PQ;PQ2235.D9;Duval, Georges, 1847- (Table P-PZ40)
PQ;PQ2235.D93;Duval, Paul Alexandre Martin, 1856-1906 (Table P-PZ40)
PQ;PQ2235.D96;Duveyrier, Anne Honoré Joseph, 1787-1865 (Table P-PZ40)
PQ;PQ2237.E13;Eberhardt, Isabelle, 1877-1904 (Table P-PZ40)
PQ;PQ2237.E2;Eekhoud, Georges, 1854-1927 (Table P-PZ40)
PQ;PQ2237.E22;Eggis, Étienne, 1830-1867 (Table P-PZ40)
PQ;PQ2237.E25;Elisabeth, Queen of Romania, 1843-1916 (Table P-PZ40)
PQ;PQ2237.E5;Énault, Louis, 1824-1900 (Table P-PZ40)
PQ;PQ2238;Erckmann, Émile, 1822-1899, and Chatrian, Alexandre, 1826-1890 (Table P-PZ39)
PQ;PQ2240.E7;Esquuios, Alphonse, 1812-1876 (Table P-PZ40)
PQ;PQ2240.E8;Étienne, Charles Guillaume, 1777-1845 (Table P-PZ40)
PQ;PQ2241.F2;Fabié, François Joseph, 1846-1928 (Table P-PZ40)
PQ;PQ2241.F3;Fabre, Ferdinand, 1830-1898 (Table P-PZ40)
PQ;PQ2241.F36;Fabre d'Olivet, Antoine, 1767-1825 (Table P-PZ40)
PQ;PQ2241.F44;Fargèze, Félicien, 1836-1920 (Table P-PZ40)
PQ;PQ2241.F514;Favre, Louis, 1822-1904 (Table P-PZ40)
PQ;PQ2241.F597;Féré, Charles Octave Moget, called, 1815-1875 (Table P-PZ40)
PQ;PQ2241.F68;Fertiault, Frangois, 1814-1915 (Table P-PZ40)
PQ;PQ2242;Feuillet, Octave, 1821-1890 (Table P-PZ39)
PQ;PQ2243;Feuillet, Valérie Marie Elvire (Dubois) (Table P-PZ39)
PQ;PQ2244.F2;Féval, Paul, 1817-1887 (Table P-PZ40)
PQ;PQ2244.F27;Feydeau, Ernest Aimé, 1821-1873 (Table P-PZ40)
PQ;PQ2244.F68;Figuier, Juliette (Bouscaret), 1829-1879 (Table P-PZ40)
PQ;PQ2244.F7;Figuier, Louis, 1819-1894 (Table P-PZ40)
PQ;PQ2244.F9;Flammarion, Camille, 1842-1925 (Table P-PZ40)
PQ;PQ2246.A1;Works. By date
PQ;PQ2246.A2-.A29;English
PQ;PQ2246.A3-.A39;German
PQ;PQ2246.A5-.A59;Other. By language (Alphabetically)
PQ;PQ2246.A6-Z;Separate works
PQ;PQ2246.M2-.M3;Madame Bovary (Table P-PZ43a)
PQ;PQ2246.S3-.S4;Salammbô (Table P-PZ43a)
PQ;PQ2246.T4-.T5;La tentation de Saint Antoine (Table P-PZ43a)
PQ;PQ2247.A2;Journals, letters, memoirs
PQ;PQ2247.A3-Z;General works
PQ;PQ2248;Authorship. Sources
PQ;PQ2249;General. Genius, philosophy, characters, plots, etc.
PQ;PQ2250;Other special: Language, etc.
PQ;PQ2251.F58;Fleurigny, Henry de, 1846-1916 (Table P-PZ40)
PQ;PQ2251.F6;Fleury, Hippolyte de Saint-Anthoine, comte de (Table P-PZ40)
PQ;PQ2252.A61-.Z48;Separate works, A-Z
PQ;PQ2252.Z5A-.Z5Z;Biography. Criticism
PQ;PQ2253.F18;Floupette, Ador (Table P-PZ40)
PQ;PQ2253.F415;Fontanes, Louis, marquis de, 1757-1821 (Table P-PZ40)
PQ;PQ2253.F614;Forneret, Xavier, 1809-1884 (Table P-PZ40)
PQ;PQ2253.F63;Fortia de Piles, A. (Alphonse), comte de, 1758-1826 (Table P-PZ40)
PQ;PQ2253.F64;Fos, Léonde, 1798-1869 (Table P-PZ40)
PQ;PQ2253.F8;Foudras, Theodore Louis Auguste, marquis de, 1800-1872 (Table P-PZ40)
PQ;PQ2253.F83;Fouinet, Ernest, 1799-1845 (Table P-PZ40)
PQ;PQ2253.F89;Fourest, Georges, 1867-1945 (Table P-PZ40)
PQ;PQ2253.F894;Fourier, Charles, 1772-1837 (Table P-PZ40)
PQ;PQ2254.A1;Collected works. By date
PQ;PQ2254.A14;Miscellaneous collections, ouevres inédites, etc.
PQ;PQ2254.A17;Collected poems
PQ;PQ2254.A2-.A29;English
PQ;PQ2254.A3-.A39;German
PQ;PQ2254.A4-.A49;Spanish
PQ;PQ2254.A5-.A59;Other. By language (Alphabetically)
PQ;PQ2254.A6-.A64;Selections
PQ;PQ2254.A62;English
PQ;PQ2254.A625;German
PQ;PQ2254.A63;Spanish
PQ;PQ2254.A65-.Z2;Separate works
PQ;PQ2254.Z3;Conversations, table-talk, etc. By editor, A-Z
PQ;PQ2254.Z4;Letters
PQ;PQ2254.Z5;Biography. Criticism
PQ;PQ2256.F36;Frémine, Aristide, 1837-1897 (Table P-PZ40)
PQ;PQ2256.F37;Frémine, Charles (Table P-PZ40)
PQ;PQ2256.F5;Fromentin, Eugène, 1820-1876 (Table P-PZ40)
PQ;PQ2256.F8;Fuster, Charles, 1866-1929 (Table P-PZ40)
PQ;PQ2257.G2;Gaboriau, Émile, 1832-1873 (Table P-PZ40)
PQ;PQ2257.G26;Gagnebin, Suzanne (Table P-PZ40)
PQ;PQ2257.G27;Gagneur, L. (Louise), 1839-1902 (Table P-PZ40)
PQ;PQ2257.G3;Gaillardet, Frédéric, 1808-1882 (Table P-PZ40)
PQ;PQ2257.G363;Galoppe d'Onquaire, Jean Hyacinthe Adonis, 1810-1867 (Table P-PZ40)
PQ;PQ2257.G47;Garreau, Louis-Armand, 1817-1864 (Table P-PZ40)
PQ;PQ2257.G5;Gasparin, Catherine valrie (BoisBier), comtesse de, 1813-1894 (Table P-PZ40)
PQ;PQ2257.G6;Gastine, Louis, 1858-1935 (Table P-PZ40)
PQ;PQ2257.G63;Gastineau, Benjamin, 1823-1904 (Table P-PZ40)
PQ;PQ2257.G7;Gaugiran-Nanteuil, P. Charles, 1778-1830 (Table P-PZ40)
PQ;PQ2257.G8;Gauthier-Villars, Henry, 1859-1931 (Table P-PZ40)
PQ;PQ2257.G9;Gautier, Judith, 1845-1917 (Table P-PZ40)
PQ;PQ2258;Gautier, Théophile, 1811-1872 (Table P-PZ39)
PQ;PQ2260.G25;Gay, Sophie (Nichault de Lavalette), 1776-1852 (Table P-PZ40)
PQ;PQ2260.G3;Gebhart, Émile, 1839-1908 (Table P-PZ40)
PQ;PQ2260.G35;Geoffroy, Louis, 1803-1858 (Table P-PZ40)
PQ;PQ2260.G36;Gérard de Nerval, Gérard Labrunie, known as, 1808-1855 (Table P-PZ40)
PQ;PQ2260.G362;Géraud, Edmond, 1775-1831 (Table P-PZ40)
PQ;PQ2260.G4;Germain, Auguste, 1862-1915 (Table P-PZ40)
PQ;PQ2260.G44;Gilkin, Iwan, 1858-1924 (Table P-PZ40)
PQ;PQ2260.G5;Ginisty, Paul, 1855- (Table P-PZ40)
PQ;PQ2260.G62;Girard, Charles François, 1811-1876 (Table P-PZ40)
PQ;PQ2260.G67;Girardin, Delphine (Gay) de, 1804-1855 (Table P-PZ40)
PQ;PQ2260.G68;Girardin, Émile de, 1806-1881 (Table P-PZ40)
PQ;PQ2260.G7;Girardin, Jules, 1832-1888 (Table P-PZ40)
PQ;PQ2260.G75;Glatigny, Albert Alexander, 1839-1873 (Table P-PZ40)
PQ;PQ2260.G89;Gobineau, Joseph Arthur, comte de, 1816-1882
PQ;PQ2260.G9;Biography. Criticism
PQ;PQ2261;Goncourt, Edmond and Jules de (Table P-PZ39)
PQ;PQ2263;Goncourt, Edmond Louis Antoine Huot de, 1822-1896 (Table P-PZ39)
PQ;PQ2265.G2;Gondinet, Pierre Edmond Julien, 1828-1888 (Table P-PZ40)
