classe;cote_range;description
NK;NK540.A-Z;Other American. By country, A-Z
NK;NK550.A-Z;European. By country, A-Z
NK;NK560.A-Z;Other countries, A-Z
NK;NK570;Auction catalogs
NK;NK600;General works
NK;NK602;Intercultural relations in the decorative arts (General)
NK;NK605;Primitive
NK;NK607;General works
NK;NK608.A-Z;Special, A-Z
NK;NK608.A78;Arumanian
NK;NK608.F54;Finno-Ugrian
NK;NK608.H55;Hmong (Asian people)
NK;NK608.J48;Jewish
NK;NK608.L37;Lapp
NK;NK608.M65;Mongolian
NK;NK608.M87;Muslims
NK;NK610;General
NK;NK613.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK614.A-Z;Other countries. By country and city, A-Z
NK;NK615.A-Z;Private collections. By collector, A-Z
NK;NK620;Oriental
NK;NK630;General works
NK;NK633.A-Z;Exhibitions. Museums. By country and city, A-Z
NK;NK635.A-Z;Collections. By country, A-Z
NK;NK640;Assyro-Babylonian
NK;NK650;Persian
NK;NK660;Phoenician
NK;NK665;General works
NK;NK670;Greek
NK;NK675;Etruscan
NK;NK680;Roman
NK;NK685.A-Z;Other ancient, A-Z
NK;NK685.C8;Crete
NK;NK700;General works
NK;NK703;Frankish
NK;NK705;Irish (Early)
NK;NK710;Anglo-Saxon
NK;NK715;Early Christian. Byzantine
NK;NK720;General works
NK;NK725;Moors in Spain
NK;NK730;Romanesque
NK;NK740;Gothic
NK;NK750;General works
NK;NK760;Renaissance. 15th-16th centuries
NK;NK770;17th-18th centuries
NK;NK775;19th century
NK;NK775.5.A-Z;Special styles, A-Z
NK;NK775.5.A7;Art nouveau
NK;NK775.5.E25;Eclecticism
NK;NK789;20th century
NK;NK789.5.A-Z;Special styles, A-Z
NK;NK789.5.A7;Art deco
NK;NK789.5.S53;Shaker furniture
NK;NK792;21st century
NK;NK801-1094.5;Special regions or countries (Table N4)
NK;NK4.A-Z;Special artists, A-Z
NK;NK1.A1;General works
NK;NK1.A2-Z;Local, A-Z
NK;NK841;General works
NK;NK842.A-Z;Local, A-Z
NK;NK843.A-Z;Special artists, A-Z
NK;NK843.2;General
NK;NK843.3.A-Z;Special, A-Z
NK;NK843.3.G47;Germans
NK;NK843.3.I55;Inuit
NK;NK1100;Early works to 1800
NK;NK1105;1800-
NK;NK1110;General special
NK;NK1125;Collectors' manuals (Miscellaneous art objects and antiques)
NK;NK1125.A1-.A5;Periodicals
NK;NK1125.A6-Z;General works
NK;NK1127;Directories
NK;NK1127.5;Preservation of art objects and antiques. Cleaning. Restoration
NK;NK1128;Reproduction of art objects and antiques
NK;NK1130;Technique
NK;NK1132;Addresses, essays, lectures
NK;NK1133.A-Z;General. By dealer, A-Z
NK;NK1133.2.A-Z;Special auction sales. By dealer, A-Z
NK;NK1133.25;Collective
NK;NK1133.26.A-Z;Individual, A-Z
NK;NK1133.28;Antiques business
NK;NK1133.3;Mail-order business
NK;NK1135;Periodicals
NK;NK1136;Societies
NK;NK1137;Exhibition of societies
NK;NK1140;General works
NK;NK1141;United States
NK;NK1142;Great Britain
NK;NK1145;General works
NK;NK1147;Collections
NK;NK1148;Single papers
NK;NK1149.A-Z;Special shops, A-Z
NK;NK1149.5;Women in the arts and crafts movement
NK;NK1160;Periodicals and societies
NK;NK1164;Congresses
NK;NK1165;Dictionaries
NK;NK1166;Collective biography
NK;NK1167;Directories
NK;NK1170;Study and teaching. Research
NK;NK1172;Vocational guidance
NK;NK1173;Business management for designers
NK;NK1174;Women designers. Women and design
NK;NK1175;General works
NK;NK1177;Primitive ornament. Evolution of decorative art
NK;NK1180;General works
NK;NK1183;General special
NK;NK1185;Oriental
NK;NK1190;Egyptian
NK;NK1195;Assyro-Babylonian
NK;NK1205;Persian
NK;NK1215;Phoenician
NK;NK1225;General works
NK;NK1230;Greek
NK;NK1235;Etruscan
NK;NK1240;General
NK;NK1245;Pompeian
NK;NK1250.A-Z;Other ancient, A-Z
NK;NK1260;General works
NK;NK1263;General special
NK;NK1264;Irish. Celtic
NK;NK1264.3;Germanic
NK;NK1264.5;Norse. Viking
NK;NK1270;General works
NK;NK1272;Iranian. Persian
NK;NK1275;Moors in Spain
NK;NK1285;Romanesque
NK;NK1295;Gothic
NK;NK1320;General works
NK;NK1330;General works
NK;NK1340;General works
NK;NK1345;Baroque
NK;NK1350;Louis XIV
NK;NK1352;William and Mary
NK;NK1355;Rococo. Louis XV. Régence
NK;NK1360;Louis XVI
NK;NK1365;Directoire
NK;NK1370;General works
NK;NK1372;Empire (1st)
NK;NK1374;Biedermeier
NK;NK1376;Empire (2d)
NK;NK1378;Victorian
NK;NK1380;Art nouveau
NK;NK1382.A-Z;Other special, A-Z
NK;NK1382.L6;Louis Philippe
NK;NK1382.M63;Modernism
NK;NK1382.N46;Neoclassicism
NK;NK1390;General works
NK;NK1394;International style
NK;NK1396.A-Z;Other special, A-Z
NK;NK1396.A45;Alchimia (Group)
NK;NK1396.A76;Art deco
NK;NK1396.M46;Memphis (Group)
NK;NK1396.M63;Modernism
NK;NK1396.P66;Postmodernism
NK;NK1396.R48;Revival movements
NK;NK1396.S63;Société des artistes décorateurs (France)
NK;NK1396.S65;Sottsass associati (Milan, Italy)
NK;NK1396.U55;Union des artistes modernes (Paris, France)
NK;NK1397;21st century
NK;NK1401-1496.3;Special regions or countries (Table N1)
NK;NK1505;Theory of ornament and design
NK;NK1510;General works
NK;NK1520;General special
NK;NK1525;Addresses, essays, lectures
NK;NK1530;General
NK;NK1531;Film catalogs
NK;NK1533;Minor
NK;NK1535.A-Z;Special artists, A-Z
NK;NK1548;Color
NK;NK1550;Human figure
NK;NK1553;Nature in ornament
NK;NK1555;Animals. Birds
NK;NK1560;General works
NK;NK1565;Conventionalized forms
NK;NK1566.A-Z;Special forms, A-Z
NK;NK1566.A25;Acanthus
NK;NK1566.R67;Rosemaling
NK;NK1570;Linear. Geometric. Latticework
NK;NK1575;Arabesques. Paisley design
NK;NK1580;Scrolls
NK;NK1582;Folds
NK;NK1585;Allegorical figures, emblems, etc.
NK;NK1590.A-Z;Other, A-Z
NK;NK1590.A53;Angels
NK;NK1590.B66;Books and reading
NK;NK1590.B72;Brambly Hedge (Imaginary place)
NK;NK1590.B73;Brassieres
NK;NK1590.C55;Clouds
NK;NK1590.C84;Cupids
NK;NK1590.D73;Dragons
NK;NK1590.E76;Erotic art
NK;NK1590.G75;Grisaille
NK;NK1590.H64;Holidays
NK;NK1590.M35;Masks
NK;NK1590.M66;Monsters
NK;NK1590.M88;Mythology, Chinese
NK;NK1590.P48;Phoenix (Mythical bird)
NK;NK1590.S56;Shoes
NK;NK1590.S66;Sports
NK;NK1590.T73;Transportation
NK;NK1590.T76;Trompe l'oeil
NK;NK1590.W37;Water waves
NK;NK1590.W55;Winnie-the-Pooh (Fictitious character)
NK;NK1590.Z63;Zodiac
NK;NK1648;General
NK;NK1650;General works
NK;NK1652;History
NK;NK1652.1;Early Christian
NK;NK1652.2;Medieval
NK;NK1652.25;Byzantine
NK;NK1652.3;Renaissance. 16th century
NK;NK1652.4;17th-18th centuries
NK;NK1652.5;19th century
NK;NK1652.6;20th century
NK;NK1653.A-Z;Special countries, A-Z
NK;NK1653.S7;Spain
NK;NK1655.A-Z;Special cities, A-Z
NK;NK1655.B34;Barcelona
NK;NK1656.A-Z;Special denominations, A-Z
NK;NK1656.M4;Methodist
NK;NK1657;Trade catalogs, etc.
NK;NK1658.A-Z;United States. By institution, A-Z
NK;NK1658.5.A-Z;Other countries. By country and city, A-Z
NK;NK1660.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK1660.5.A-Z;Other countries. By country and city, A-Z
NK;NK1670;General works
NK;NK1672;Jewish
NK;NK1674;Islamic
NK;NK1676;Buddhist
NK;NK1677;Hindu
NK;NK1678.A-Z;Other, A-Z
NK;NK1678.C38;Candomble
NK;NK1678.N45;Neopaganism
NK;NK1678.T36;Taoist
NK;NK1678.V66;Voodooism
NK;NK1700;Periodicals and societies
NK;NK1702;Congresses
NK;NK1704;Dictionaries
NK;NK1705;Directories
NK;NK1710;General works
NK;NK1720;General works
NK;NK1730;Oriental
NK;NK1740;Egyptian
NK;NK1750;General works
NK;NK1760;Greek
NK;NK1770;Roman. Pompeian
NK;NK1780.A-Z;Other, A-Z
NK;NK1800;General works
NK;NK1810;Early Christian. Byzantine
NK;NK1820;Arabic. Islamic. Moorish
NK;NK1830;Romanesque
NK;NK1840;Gothic
NK;NK1860;General works
NK;NK1870;15th-16th centuries. Renaissance
NK;NK1880;General works
NK;NK1890;Louis XIII
NK;NK1900;Louis XIV
NK;NK1910;Baroque
NK;NK1920;Rococo. Louis XV. Regency
NK;NK1930;Louis XVI
NK;NK1940;Directoire
NK;NK1960;General works
NK;NK1962;Empire (1st)
NK;NK1964;Biedermeier
NK;NK1966;Empire (2d)
NK;NK1968;Victorian
NK;NK1970;Art nouveau
NK;NK1972.A-Z;Other special, A-Z
NK;NK1980;General works
NK;NK1984;International style
NK;NK1986.A-Z;Other special, A-Z
NK;NK1986.A78;Art deco
NK;NK1986.O73;Organic design
NK;NK1986.R8;Rustic style
NK;NK1990;General works
NK;NK1994.A-Z;Special, A-Z
NK;NK1994.N46;Neoclassicism
NK;NK1994.R48;Retro
NK;NK1994.R87;Rustic style
NK;NK2000;General works
NK;NK2001;General works
NK;NK2002;General works
NK;NK2003;Colonial period to 1830
NK;NK2003.5;19th century. Victorian period
NK;NK2004;20th century
NK;NK2004.15;21st century
NK;NK2004.2;Collective biography
NK;NK2004.3;Special designers, A-Z
NK;NK2005;Pacific Northwest
NK;NK2006;South
NK;NK2008;West
NK;NK2011.A-Z;Cities, A-Z
NK;NK2013-2096.3;Other regions or countries (Table N1)
NK;NK2105;Early works to 1850
NK;NK2110;1850-
NK;NK2113;General special
NK;NK2113.5;Rendering
NK;NK2114;Data processing
NK;NK2115;Popular works. Minor manuals, etc.
NK;NK2115.3.A-Z;For special classes of persons, A-Z
NK;NK2115.3.A47;African Americans
NK;NK2115.3.A76;Artisans
NK;NK2115.3.A78;Artists. Artist couples
NK;NK2115.3.F37;Fashion designers
NK;NK2115.3.I57;Interior decorators
NK;NK2115.3.S55;Single men. Bachelors
NK;NK2115.5.A-Z;Special elements in interior decoration, A-Z
NK;NK2115.5.A25;Accessories
NK;NK2115.5.A42;Americana
NK;NK2115.5.A5;Antiques
NK;NK2115.5.A73;Architectural decoration and ornament
NK;NK2115.5.A77;Art
NK;NK2115.5.A83;Audio-visual equipment
NK;NK2115.5.A87;Autumn
NK;NK2115.5.B36;Bamboo
NK;NK2115.5.B66;Books
NK;NK2115.5.C35;Candles
NK;NK2115.5.C44;Ceramics
NK;NK2115.5.C45;Christmas decorations
NK;NK2115.5.C58;Collectibles
NK;NK2115.5.C6;Color
NK;NK2115.5.C65;Concrete
NK;NK2115.5.D73;Drapery
NK;NK2115.5.E84;Ethnic art
NK;NK2115.5.F3;Fabrics
NK;NK2115.5.F38;Faucets
NK;NK2115.5.F53;Finish hardware
NK;NK2115.5.F55;Floor coverings
NK;NK2115.5.F68;Found objects
NK;NK2115.5.F77;Furniture
NK;NK2115.5.I55;Industrial equipment
NK;NK2115.5.L5;Lighting. Lighting fixtures
NK;NK2115.5.M37;Masks. Wall masks
NK;NK2115.5.M55;Mirrors
NK;NK2115.5.O87;Outdoor furniture
NK;NK2115.5.P47;Photographs
NK;NK2115.5.P48;Pictures
NK;NK2115.5.P49;Plant forms
NK;NK2115.5.P5;Plastics
NK;NK2115.5.Q54;Quilts
NK;NK2115.5.R38;Raw materials
NK;NK2115.5.R45;Repetitive patterns
NK;NK2115.5.R77;Rugs. Kilims
NK;NK2115.5.S25;Salvage (Waste, etc.)
NK;NK2115.5.S46;Senses and sensation
NK;NK2115.5.S76;Stone. Marble
NK;NK2115.5.T48;Texture
NK;NK2115.5.T54;Tiles
NK;NK2115.5.T73;Transparency
NK;NK2115.5.V53;Victoriana
NK;NK2115.5.W3;Wall coverings
NK;NK2115.5.W57;Wire
NK;NK2115.5.W66;Wood
NK;NK2115.8;Collective biography
NK;NK2116;General works
NK;NK2116.2;Economic aspects of the profession
NK;NK2116.3;Ethical aspects. Professional ethics
NK;NK2116.4;General
NK;NK2116.5;United States
NK;NK2116.6.A-Z;Other regions or countries, A-Z
NK;NK2117.A-Z;Special rooms, A-Z
NK;NK2117.A8;Attics
NK;NK2117.B3;Basements
NK;NK2117.B33;Bathrooms. Restrooms
NK;NK2117.B4;Bedrooms
NK;NK2117.C4;Children's rooms
NK;NK2117.D5;Dining rooms
NK;NK2117.D7;Drawing rooms
NK;NK2117.E5;Entrance halls
NK;NK2117.G37;Garden rooms
NK;NK2117.K5;Kitchens
NK;NK2117.L46;Libraries, Home
NK;NK2117.L5;Living rooms
NK;NK2117.L63;Lofts
NK;NK2117.M54;Miniature rooms
NK;NK2117.N87;Nurseries
NK;NK2117.O87;Outdoor living spaces
NK;NK2117.P67;Porches
NK;NK2117.R4;Recreation rooms
NK;NK2117.S59;Small rooms
NK;NK2117.S8;Storage rooms
NK;NK2117.T44;Teenagers' rooms
NK;NK2119;Ceilings. Walls. Floors
NK;NK2120;Friezes, moldings, etc.
NK;NK2121;Doors and windows
NK;NK2125;Addresses, essays, lectures
NK;NK2130;Various sources
NK;NK2137;General
NK;NK2138;Auction sales. By name of owner, if known
NK;NK2140;Periodicals
NK;NK2150;General works
NK;NK2155;Ancient
NK;NK2165;Medieval
NK;NK2170;Modern
NK;NK2175;General works
NK;NK2180.A-Z;Design by special artists. By artist, A-Z
NK;NK2190;General works
NK;NK2192.A-Z;By region or country, A-Z
NK;NK2195.A-Z;Decoration of other special buildings, A-Z
NK;NK2195.A6;Apartment houses. Apartments. Model apartments
NK;NK2195.B34;Bakeries
NK;NK2195.B36;Banks
NK;NK2195.C58;Clubhouses
NK;NK2195.C65;Commercial buildings
NK;NK2195.C67;Cottages
NK;NK2195.D43;Decorator showhouses
NK;NK2195.D57;Discotheques
NK;NK2195.E43;Embassy buildings
NK;NK2195.H43;Health facilities
NK;NK2195.H6;Hotels. Motels
NK;NK2195.L63;Log cabins
NK;NK2195.M6;Model houses
NK;NK2195.N55;Nightclubs. Cabarets
NK;NK2195.O4;Offices
NK;NK2195.P8;Public buildings
NK;NK2195.R4;Restaurants. Bars. Coffeehouses. Taverns. Tearooms
NK;NK2195.R87;Rural homes. British cottages. Farmhouses
NK;NK2195.S24;Safari lodges
NK;NK2195.S43;Seaside homes
NK;NK2195.S56;Showrooms
NK;NK2195.S59;Single family housing
NK;NK2195.S89;Stores
NK;NK2195.S896;Suburban homes. Villas
NK;NK2195.V34;Vacation homes. Resort houses. Summerhouses
NK;NK2200;Periodicals
NK;NK2205;Dictionaries. Encyclopedias
NK;NK2206;Directories
NK;NK2210.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK2211.A-Z;Other countries. By country and city, A-Z
NK;NK2215.A-Z;United States. By city and museum, A-Z
NK;NK2216.A-Z;Other countries. By country and city, A-Z
NK;NK2220.A-Z;Private collections. By collection or collector, A-Z
NK;NK2229;Early works to 1850
NK;NK2230;1850-
NK;NK2231;General special
NK;NK2235;Styles
NK;NK2240;"Collectors' manuals. ""Old furniture,"" etc."
NK;NK2250;Addresses, essays, etc.
NK;NK2260;Collection of designs from several sources
NK;NK2265;Dealers' catalogs, etc.
NK;NK2267;General works
NK;NK2268.A-Z;Schools, by city, A-Z
NK;NK2270;General works
NK;NK2280;General works
NK;NK2285;Oriental
NK;NK2290;Egyptian
NK;NK2295;Assyro-Babylonian
NK;NK2305;Greek
NK;NK2310;Etruscan
NK;NK2315;Roman. Pompeian
NK;NK2320.A-Z;Other, A-Z
NK;NK2335;General works
NK;NK2340;Romanesque
NK;NK2345;Gothic
NK;NK2350;General works
NK;NK2355;Renaissance. 15-16th centuries
NK;NK2360;General works
NK;NK2365;Baroque
NK;NK2370;Louis XIV
NK;NK2375;Rococo. Louis XV. Regency
NK;NK2380;Louis XVI
NK;NK2382;Directoire
NK;NK2385;General works
NK;NK2386;Empire (1st)
NK;NK2387;Biedermeier
NK;NK2388;Empire (2d)
NK;NK2390;Victorian
NK;NK2392;Art nouveau
NK;NK2394.A-Z;Other special, A-Z
NK;NK2394.A77;Arts and crafts
NK;NK2395;General works
NK;NK2397;International style
NK;NK2399.A-Z;Other special, A-Z
NK;NK2399.M53;Midcentury modern
NK;NK2399.S87;Surrealist
NK;NK2399.2;General works
NK;NK2399.3.A-Z;Special, A-Z
NK;NK2401-2694.5;Special regions or countries (Table N4 modified)
NK;NK2441;General works
NK;NK2442.A-Z;Local, A-Z
NK;NK2443.A-Z;Special artists, A-Z
NK;NK2443.2;General
NK;NK2443.3.A-Z;Special, A-Z
NK;NK2443.3.G47;Germans
NK;NK2443.3.I55;Inuit
NK;NK2528;General works
NK;NK2531.A-Z;England. Local, A-Z
NK;NK2534;General works
NK;NK2535.A-Z;Local, A-Z
NK;NK2537;General works
NK;NK2538.A-Z;Local, A-Z
NK;NK2540.A1;General works
NK;NK2540.A2-Z;Local, A-Z
NK;NK2542.A-Z;Individual designers, A-Z
NK;NK2542.C5;Chippendale
NK;NK2542.H5;Hepplewhite
NK;NK2542.S4;Shearer, Thomas, fl. 1788
NK;NK2542.S5;Sheraton
NK;NK2547;General works
NK;NK2548;Louis XIV-Louis XVI
NK;NK2549;1831-
NK;NK2550.A-Z;Special designers, A-Z
NK;NK2702;Architect-designed furniture
NK;NK2702.3;Artist-designed furniture
NK;NK2703;Decorative furniture painting. Painted furniture
NK;NK2705;Gilt furniture
NK;NK2709;Incrustation and stonework applied to furniture
NK;NK2710;Marquetry and inlaid woods applied to furniture
NK;NK2712;Built-in furniture
NK;NK2712.3;Case goods
NK;NK2712.5;Unit furniture
NK;NK2712.6;Bamboo furniture
NK;NK2712.63;Bentwood furniture
NK;NK2712.64;Cardboard furniture
NK;NK2712.66;Rattan furniture
NK;NK2712.7;Wicker furniture
NK;NK2713;Beds
NK;NK2715;Chairs. Miniature chairs
NK;NK2720;Clockcases
NK;NK2725;Coffers. Chests
NK;NK2727;Cupboards, sideboards, etc.
NK;NK2736;Sofas
NK;NK2740;Tables. Desks. Shelves. Bookshelves
NK;NK2750;Miniature furniture. Children's furniture
NK;NK2775;Periodicals
NK;NK2780.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK2781.A-Z;Other countries. By country and city, A-Z
NK;NK2785.A-Z;United States. By city and museum, A-Z
NK;NK2786.A-Z;Other countries. By country and city, A-Z
NK;NK2790.A-Z;Private collections. By collection, A-Z
NK;NK2795;General works. Collectors' manuals
NK;NK2799;Dealers' catalogs, etc.
NK;NK2800;General works
NK;NK2803;Ancient
NK;NK2805;Medieval
NK;NK2807;Modern
NK;NK2808;General works
NK;NK2808.5;Conservation and restoration
NK;NK2809.A-Z;Special, A-Z
NK;NK2809.B34;Baluchi
NK;NK2809.C3;Caucasian
NK;NK2809.I8;Islamic
NK;NK2809.K87;Kurdish
NK;NK2809.P4;Persian. Iranian
NK;NK2809.W37;War rugs
NK;NK2809.Y85;Yuruk
NK;NK2809.5;Oriental rugs as an investment
NK;NK2810;Trade publications
NK;NK2811;North America
NK;NK2812;United States
NK;NK2813-2896.3;Other regions or countries (Table N1 modified)
NK;NK2897;Collective biography
NK;NK2898.A-Z;Special artists, A-Z
NK;NK2910;Screens
NK;NK2975;Periodicals and societies
NK;NK2980.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK2981.A-Z;Other countries. By country and city, A-Z
NK;NK2985.A-Z;United States. By city and museum, A-Z
NK;NK2986.A-Z;Other countries. By country and city, A-Z
NK;NK2990.A-Z;Private collections. By collection, A-Z
NK;NK2995;General works
NK;NK2995.5;Technique
NK;NK2995.8;Tapestry cartoons
NK;NK2997;Conservation and restoration
NK;NK2999;Dealers' catalogs
NK;NK3000;General works
NK;NK3003;Ancient
NK;NK3005;Medieval
NK;NK3007;General works
NK;NK3007.3;Renaissance
NK;NK3007.4;Baroque
NK;NK3007.85;20th century
NK;NK3007.86;21st century
NK;NK3011;North America
NK;NK3012.A1;General works
NK;NK3012.A3A-.A3Z;Special artists, A-Z
NK;NK3012.A4A-.A4Z;Special aspects or movements, A-Z
NK;NK3012.A5-Z;Other special, A-Z
NK;NK3013-3096.3;Other regions or countries (Table N1 modified)
NK;NK3047.7.A-Z;Special aspects or movements, A-Z
NK;NK3047.8.A-Z;Other special, A-Z
NK;NK3047.8.P74;Prestonpans tapestry
NK;NK3049;France
NK;NK3049.A1;General works
NK;NK3049.A3A-.A3Z;Special artists, A-Z
NK;NK3049.A3L8;Lurçat, Jean, 1892-1966 (Table N7)
NK;NK3049.A4A-.A4Z;Special aspects or movements, A-Z
NK;NK3049.A5-Z;Other special, A-Z
NK;NK3049.B3;Bayeux tapestry
NK;NK3049.G7;Gobelin tapestry
NK;NK3049.G76;Grotesques
NK;NK3049.U5;Unicorn tapestries. Hunt of the unicorn
NK;NK3055.A5-Z;Other special, A-Z
NK;NK3055.M55;Millefiori tapestry (Pistoia, Italy)
NK;NK3055.P37;Pastrana tapestries
NK;NK3077.6;Burma. Myanmar
NK;NK3077.6.A4A-.A4Z;Special aspects or movements, A-Z
NK;NK3077.6.A4S58;Shwe chi doe (Wall hangings)
NK;NK3175;Periodicals
NK;NK3180.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK3181.A-Z;Other countries. By country and city, A-Z
NK;NK3185.A-Z;United States. By city and museum, A-Z
NK;NK3186.A-Z;Other countries. By country and city, A-Z
NK;NK3195;General works
NK;NK3197;Collected designs
NK;NK3199;Dealers' catalogs
NK;NK3200;General works
NK;NK3203;Ancient
NK;NK3205;Medieval
NK;NK3207;General works
NK;NK3211;North America
NK;NK3212;United States
NK;NK3213-3296.3;Other regions or countries (Table N1)
NK;NK3375;Periodicals
NK;NK3380.A-Z;United States. By city and museum or other place of exhibitions, A-Z
NK;NK3381.A-Z;Other countries. By country and city, A-Z
NK;NK3385.A-Z;United States. By city and museum, A-Z
NK;NK3386.A-Z;Other countries. By country and city, A-Z
NK;NK3395;General works
NK;NK3399;Dealers' catalogs
NK;NK3400;General works
NK;NK3412;United States
NK;NK3413-3496.3;Other regions or countries (Table N1)
NK;NK3498.A-Z;Special artists, A-Z
NK;NK3505;Lincrusta-Walton
NK;NK3600;General works
NK;NK3603;General works
NK;NK3605;Ancient
NK;NK3610;Medieval
NK;NK3615;14th-18th centuries
NK;NK3620;19th-20th centuries
NK;NK3625.A-Z;Special styles of lettering, A-Z
NK;NK3625.A7;Art deco
NK;NK3625.A73;Art nouveau
NK;NK3625.I85;Italics
NK;NK3625.R66;Roman capitals
NK;NK3625.V53;Victorian
NK;NK3630;Specimens of decorative lettering
NK;NK3630.3.A-Z;Special applications of lettering, A-Z
NK;NK3630.3.N36;Names, Personal
NK;NK3630.3.S37;Scrapbooks
NK;NK3630.3.S46;Sepulchral monuments
NK;NK3630.3.S54;Signs and signboards
NK;NK3630.3.S77;Street names
NK;NK3630.4.A-Z;Special topics, A-Z
NK;NK3630.4.B67;Borders
NK;NK3630.4.N85;Numbers
NK;NK3630.4.W67;Words
NK;NK3630.6.A-Z;By region or country, A-Z
NK;NK3631.A-Z;Special artists, A-Z
NK;NK3632;General works
NK;NK3633;Arabic (Table N13)
NK;NK3633.2;Armenian (Table N13)
NK;NK3633.5;Buddhist. Zen Buddhist
NK;NK3634;Chinese (Table N13)
NK;NK3635;Cyrillic (Table N13)
NK;NK3636;Hebrew (Table N13)
NK;NK3636.5;Islamic
NK;NK3637;Japanese (Table N13)
NK;NK3638;Korean (Table N13)
NK;NK3639.A-Z;Other, by language, A-Z
NK;NK3639.B46-.B466;Bengali (Table N14)
NK;NK3639.M36-.M366;Manchu (Table N14)
NK;NK3639.M37-.M376;Marathi (Table N14)
NK;NK3639.M65-.M656;Mongolian (Table N14)
NK;NK3639.N39-.N396;Naxi (Table N14)
NK;NK3639.N48-.N486;Newari (Table N14)
NK;NK3639.P4-.P46;Persian (Table N14)
NK;NK3639.P8-.P86;Pushto (Table N14)
NK;NK3639.T45-.T456;Thai (Table N14)
NK;NK3639.T53-.T536;Tibetan (Table N14)
NK;NK3639.T9-.T96;Turkish (Table N14)
NK;NK3639.U73-.U736;Urdu (Table N14)
NK;NK3639.U9-.U96;Uzbek (Table N14)
NK;NK3640;Monograms, marks, etc.
NK;NK3642;Angel collectibles
NK;NK3645;Ashtrays
NK;NK3649;General works
NK;NK3649.2.A-Z;Special artists, A-Z
NK;NK3649.3;General works
NK;NK3649.35.A-Z;By region or country, A-Z
NK;NK3649.4;Bar collectibles
NK;NK3649.5;General works
NK;NK3649.55.A-Z;By region or country, A-Z
NK;NK3650;General works
NK;NK3650.5.A-Z;By region or country, A-Z
NK;NK3651;Bear collectibles
NK;NK3651.5;Beer collectibles
NK;NK3653;Bells. Handbells. Tap bells
NK;NK3654;Betel chewing paraphernalia
NK;NK3654.3;Bibendum collectibles
NK;NK3654.5;Bicycle collectibles
NK;NK3654.7;Billiards collectibles
NK;NK3655;Birdcages
NK;NK3660;Book ornamentation
NK;NK3662;Bookends
NK;NK3665;Boxes. Caskets
NK;NK3667;General works
NK;NK3667.2.A-Z;By region or country, A-Z
NK;NK3668.5;General works
NK;NK3669;Campaign insignia. Campaign buttons
NK;NK3670;Clothing and dress
NK;NK3675;California Raisins collectibles
NK;NK3685;Candlesticks
NK;NK3690;Candy containers. Candy dispensers
NK;NK3695;Cat collectibles
NK;NK3697;Cathédrale de Strasbourg collectibles
NK;NK3698;Celluloid collectibles
NK;NK3700;Periodicals and societies
NK;NK3703;Congresses
NK;NK3712.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK3720.A-Z;Other countries. By country and city, A-Z
NK;NK3728;Collective
NK;NK3730.A-Z;United States. By city and museum, A-Z
NK;NK3735.A-Z;Other countries. By country and city, A-Z
NK;NK3740.A-Z;United States. By collector, A-Z
NK;NK3745.A-Z;Other countries. By country and collector, A-Z
NK;NK3760;Collected writings
NK;NK3770;Dictionaries. Encyclopedias
NK;NK3780;General works
NK;NK3785;General special
NK;NK3787;Outlines, syllabi, etc.
NK;NK3795;Primitive
NK;NK3800;General works
NK;NK3803;General special
NK;NK3805;Oriental
NK;NK3810;Egyptian
NK;NK3820;Assyro-Babylonian
NK;NK3825;Persian
NK;NK3830;Phoenician. Punic
NK;NK3835;General works
NK;NK3840;Greek
NK;NK3843;Mycenaean and pre-Mycenaean
NK;NK3845;Etruscan
NK;NK3850;Roman (Arretine, terra sigillata, etc.)
NK;NK3855.A-Z;Other ancient, A-Z
NK;NK3855.I8;Italic
NK;NK3855.N82;Nubian
NK;NK3855.P52;Phrygian
NK;NK3855.T87;Turkish
NK;NK3855.V54;Villanovan
NK;NK3870;General works
NK;NK3873;Byzantine
NK;NK3880;Islamic
NK;NK3885;Merovingian
NK;NK3900;General works
NK;NK3910;18th century
NK;NK3920;General works
NK;NK3920.3.A-Z;Special styles, A-Z
NK;NK3920.3.A77;Art nouveau
NK;NK3930;20th century
NK;NK3930.3.A-Z;Special styles, A-Z
NK;NK3930.3.A77;Art deco
NK;NK3940;21st century
NK;NK4001-4185;Special regions or countries (Table N2 modified)
NK;NK4025.A-.W;States, A-W
NK;NK4025.P4;Pennsylvania German ware
NK;NK4028.3.A-Z;Special, A-Z
NK;NK4165;General works
NK;NK4165.2;Pre-Tang
NK;NK4165.22;Early through Zhou dynasty (To 221 B.C.)
NK;NK4165.23;Qin-Han dynasties (221 B.C.-220 A.D.)
NK;NK4165.24;Three kingdoms-Sui dynasty (220-618)
NK;NK4165.3;Tang-Five dynasties (618-960)
NK;NK4165.4;Song-Yuan dynasties (960-1368)
NK;NK4165.5;Ming-Qing dynasties (1368-1912)
NK;NK4165.6;19th century
NK;NK4165.7;20th century
NK;NK4165.8;21st century
