classe;cote_range;description
SB;SB454.3.T43;Tea gardens
SB;SB454.3.W43;Weather
SB;SB454.6;Garden centers (Retail trade)
SB;SB454.8;Equipment and supplies. Garden tools
SB;SB455;Light literature. Popular works
SB;SB455.3;Addresses, essays, lectures
SB;SB457;General works
SB;SB457.2;Plants for play environments
SB;SB457.3;Community gardens. Allotment gardens
SB;SB457.35;Monastery gardens
SB;SB457.4.A-Z;Other, A-Z
SB;SB457.4.A34;Aged. Older people
SB;SB457.4.H36;Handicapped. People with disabilities
SB;SB457.4.H64;Homeless persons
SB;SB457.4.T44;Teenagers
SB;SB457.5;General works
SB;SB457.52;Vernacular gardens
SB;SB457.527;African American gardens
SB;SB457.53;American gardens
SB;SB457.534;Australian gardens
SB;SB457.536;Baroque gardens
SB;SB457.54;British gardens
SB;SB457.547;Byzantine gardens
SB;SB457.55;Chinese gardens
SB;SB457.58;Dutch gardens
SB;SB457.585;Edwardian gardens
SB;SB457.6;English gardens
SB;SB457.63;European gardens
SB;SB457.65;French gardens
SB;SB457.68;Georgian gardens
SB;SB457.8;Islamic gardens
SB;SB457.85;Italian gardens
SB;SB458;Japanese gardens
SB;SB458.2;Korean gardens
SB;SB458.3;Latin gardens
SB;SB458.35;Medieval gardens
SB;SB458.4;Mogul gardens
SB;SB458.46;Oriental gardens
SB;SB458.5;Persian gardens
SB;SB458.54;Renaissance gardens
SB;SB458.55;Roman gardens
SB;SB458.6;Turkish gardens
SB;SB458.7;Victorian gardens
SB;SB458.94;High altitude gardening
SB;SB458.95;Hillside gardening
SB;SB459;Rock gardens. Alpine gardens
SB;SB459.6;Sandy soil gardening
SB;SB460;Seaside gardening
SB;SB461;Formal gardens
SB;SB463;Topiary work
SB;SB463.5;Vertical gardening
SB;SB465;General works
SB;SB466.A-Z;By region or country, A-Z
SB;SB466.G3;General works
SB;SB466.G35A-.G35Z;Local, A-Z
SB;SB466.G4A-.G4Z;Special gardens, A-Z
SB;SB466.J3;General works
SB;SB466.J32A-.J32Z;Local, A-Z
SB;SB466.J33A-.J33Z;Special gardens, A-Z
SB;SB466.U6;General works
SB;SB466.U65A-.U65Z;Local, A-Z
SB;SB466.U7A-.U7Z;Special gardens, A-Z
SB;SB466.7;General works
SB;SB466.75.A-Z;By region or country, A-Z
SB;SB467;Conservation and restoration of historic gardens
SB;SB467.8;Management of large gardens
SB;SB469;Periodicals. Societies. Serials
SB;SB469.2;Collected works (nonserial)
SB;SB469.23;Congresses
SB;SB469.25;Dictionaries and encyclopedias
SB;SB469.3;General works
SB;SB469.33;General works
SB;SB469.34.A-Z;By region or state, A-Z
SB;SB469.35.A-Z;Other regions or countries, A-Z
SB;SB469.37;General works
SB;SB469.375;Women in landscape architecture. Women landscape architects
SB;SB469.38;Employment surveys, manpower requirements, distribution and utilization of landscape
SB;SB469.384;General works
SB;SB469.385.A-Z;By region or state, A-Z
SB;SB469.386.A-Z;Other regions or countries, A-Z
SB;SB469.39;General works
SB;SB469.393;Information services
SB;SB469.395;Computer network resources
SB;SB469.4;General works
SB;SB469.43.A-Z;By region or country, A-Z
SB;SB469.5.A-Z;Special schools, A-Z
SB;SB469.6;Problems, exercises, examinations
SB;SB469.75;General works
SB;SB469.77.A-Z;International. By place, A-Z
SB;SB469.78.A-Z;By region or country, A-Z
SB;SB469.9;Collective
SB;SB470.A-Z;Individual, A-Z
SB;SB470.5;General works
SB;SB470.53;General works
SB;SB470.54.A-Z;By region or state, A-Z
SB;SB470.55.A-Z;Other regions or countries, A-Z
SB;SB470.7;Symbolism of gardens
SB;SB471;To 1875
SB;SB472;1876-
SB;SB472.3;General works
SB;SB472.32.A-Z;By region or country, A-Z
SB;SB472.4;Addresses, essays, lectures
SB;SB472.45;Landscape design (General). Garden design (General)
SB;SB472.47;Drawings
SB;SB472.5;General works
SB;SB472.53;General works
SB;SB472.535.A-Z;By region or state, A-Z
SB;SB472.54.A-Z;Other regions or countries, A-Z
SB;SB472.55;Landscape contracting
SB;SB472.56;Specifications
SB;SB472.565;Estimates and cost
SB;SB472.7;Urban landscape architecture. Urban vegetation management
SB;SB472.8;Historic preservation and restoration
SB;SB473;Home grounds. Small estates
SB;SB473.2;Patio gardening. Courtyard gardening
SB;SB473.4;Lighting
SB;SB473.5;Ornaments and furniture
SB;SB475;Mazes. Labyrinths
SB;SB475.5;Stone
SB;SB475.8;General works
SB;SB475.82;Landscape irrigation
SB;SB475.83;Water conservation. Xeriscaping
SB;SB475.9.A-Z;Other special topics, A-Z
SB;SB475.9.A35;Aged. Older people
SB;SB475.9.C55;Climatic factors
SB;SB475.9.D37;Data processing
SB;SB475.9.D47;Desert landscape architecture
SB;SB475.9.E35;Edible landscaping
SB;SB475.9.E53;Energy conservation
SB;SB475.9.F57;Firescaping
SB;SB475.9.F67;Forest landscape design
SB;SB475.9.H54;Hillside landscape architecture
SB;SB475.9.S72;Standards
SB;SB475.9.S95;Surveying
SB;SB475.9.W48;Wetland landscape design
SB;SB476;Miscellaneous
SB;SB481.A1;Periodicals. Societies. Serials
SB;SB481.A2;Congresses
SB;SB481.A4-Z;General works
SB;SB481.3;Juvenile works
SB;SB481.5;Collective
SB;SB481.6.A-Z;Individual, A-Z
SB;SB482.A1-.A29;Serials
SB;SB482.A3;Monographs. By date of publication
SB;SB482.A4;General works
SB;SB482.A5-Z;By region or state, A-Z
SB;SB484.A-Z;By region or country, A-Z
SB;SB484.C2;Canada
SB;SB485.A-Z;By city, A-Z
SB;SB486.A-Z;Special topics, A-Z
SB;SB486.C66;Concessions
SB;SB486.D46;Design. Designs and plans
SB;SB486.F34;Facilities
SB;SB486.F54;Finance
SB;SB486.F56;Fire management
SB;SB486.H35;Handicapped. People with disabilities
SB;SB486.I57;Interpretive programs
SB;SB486.M33;Maintenance
SB;SB486.M35;Management
SB;SB486.P76;Protection
SB;SB486.P82;Public opinion
SB;SB486.P83;Public use
SB;SB486.S53;Search and rescue operations
SB;SB486.S65;Social aspects
SB;SB486.V35;Vandalism
SB;SB486.V62;Vocational guidance
SB;SB486.V64;Volunteer workers
SB;SB599;Periodicals. Societies. Serials
SB;SB599.2;Congresses
SB;SB600;Dictionaries
SB;SB600.5;Directories
SB;SB601;General works
SB;SB603;Minor
SB;SB603.3;General works
SB;SB603.33.A-Z;By region or country, A-Z
SB;SB603.5;Garden pests and diseases
SB;SB605.A-Z;By region or country, A-Z
SB;SB608.A-Z;By individual or type of plant or tree, A-Z
SB;SB608.A2;Abies grandis
SB;SB608.A25;Acacia
SB;SB608.A27;Acer pseudoplatanus
SB;SB608.A37;African violets
SB;SB608.A42;Agathis alba
SB;SB608.A5;Alfalfa
SB;SB608.A515;Almond
SB;SB608.A517;Amaranths
SB;SB608.A518;American chestnut
SB;SB608.A52;Anthuriums
SB;SB608.A6;Apple
SB;SB608.A7;Arabidopsis thaliana
SB;SB608.A77;Ash
SB;SB608.A79;Aspen
SB;SB608.A8;Asparagus
SB;SB608.A84;Avocado
SB;SB608.A9;Azaleas
SB;SB608.B14;Bamboo
SB;SB608.B16;Banana
SB;SB608.B2;Barley
SB;SB608.B3;Bean
SB;SB608.B4;Beets
SB;SB608.B45;Berries
SB;SB608.B5;Birch
SB;SB608.B63;Blueberry
SB;SB608.B65;Bluegrass
SB;SB608.B67;Boxwood
SB;SB608.B68;Brassica
SB;SB608.B7;Brazil nut
SB;SB608.B78;Brussels sprouts
SB;SB608.B85;Bulbs
SB;SB608.B88;Butternut
SB;SB608.C14;Cabbage
SB;SB608.C17;Cacao
SB;SB608.C18;Cactus
SB;SB608.C2;Calla lily
SB;SB608.C24;Callitropsis nootkatensis
SB;SB608.C25;Camphor tree
SB;SB608.C27;Canavalia
SB;SB608.C28;Cannabis. Hemp
SB;SB608.C29;Cardamoms
SB;SB608.C3;Carnation
SB;SB608.C32;Carrots
SB;SB608.C33;Cassava
SB;SB608.C34;Casuarina cunninghamiana
SB;SB608.C35;Cauliflower
SB;SB608.C38;Cedar
SB;SB608.C39;Celery
SB;SB608.C43;Cherry
SB;SB608.C45;Chestnut
SB;SB608.C455;Chickpea
SB;SB608.C46;Chrysanthemum
SB;SB608.C48;Cinchona
SB;SB608.C5;Citrus. Citrus fruits
SB;SB608.C55;Clover
SB;SB608.C58;Coconut palm
SB;SB608.C6;Coffee
SB;SB608.C67;Cole crops
SB;SB608.C7;Conifers
SB;SB608.C76;Cork tree
SB;SB608.C8;Cotton
SB;SB608.C85;Cowpea
SB;SB608.C87;Cranberry
SB;SB608.C875;Crataegus
SB;SB608.C877;Crucifers
SB;SB608.C88;Cucumber
SB;SB608.C885;Cucurbits
SB;SB608.C888;Currant
SB;SB608.C89;Cyclamen
SB;SB608.D3;Dahlia
SB;SB608.D35;Date palm
SB;SB608.D44;Dendrobium
SB;SB608.D6;Douglas fir
SB;SB608.E2;Eggplant
SB;SB608.E5;Elm
SB;SB608.E55;Entandrophragma
SB;SB608.E82;Eucalyptus
SB;SB608.E83;Eucalyptus camaldulensis
SB;SB608.E87;European beech
SB;SB608.F24;Fava bean
SB;SB608.F3;Ferns
SB;SB608.F35;Fig
SB;SB608.F37;Filbert
SB;SB608.F4;Fir
SB;SB608.F5;Flax
SB;SB608.F59;Foliage plants
SB;SB608.F62;Food crops
SB;SB608.F63;Forage plants
SB;SB608.F7;Foxtail
SB;SB608.F8;Fruit
SB;SB608.G38;Gentianella scopulorum
SB;SB608.G4;Gerbera
SB;SB608.G5;Ginseng
SB;SB608.G55;Gladiolus
SB;SB608.G6;Grain
SB;SB608.G7;Grape
SB;SB608.G8;Grasses
SB;SB608.G82;Greenhouse plants
SB;SB608.G9;Guarana
SB;SB608.G93;Guayule
SB;SB608.H3;Hardwoods
SB;SB608.H4;Hemlock
SB;SB608.H45;Herbs
SB;SB608.H47;Heritiera fomes
SB;SB608.H5;Hevea
SB;SB608.H56;Hippophae rhamnoides
SB;SB608.H7;Honeysuckle
SB;SB608.H8;Hops
SB;SB608.H82;Horseradish
SB;SB608.H83;Horticultural crops
SB;SB608.H84;House plants
SB;SB608.I63;Incense cedar
SB;SB608.I7;Iris
SB;SB608.J3;Japanese cherry
SB;SB608.J34;Jarrah
SB;SB608.J4;Jerusalem artichoke
SB;SB608.J77;Jute
SB;SB608.K57;Kiwifruit
SB;SB608.L27;Landscape plants
SB;SB608.L3;Larch
SB;SB608.L4;Legumes
SB;SB608.L5;Lemon
SB;SB608.L52;Lespedeza
SB;SB608.L523;Lettuce
SB;SB608.L53;Lily
SB;SB608.L55;Lima bean
SB;SB608.L58;Liriodendron tulipifera
SB;SB608.L6;Lodgepole pine
SB;SB608.L85;Lupines
SB;SB608.M2;Maize. Corn
SB;SB608.M27;Mangium
SB;SB608.M3;Mango
SB;SB608.M32;Mangrove plants
SB;SB608.M34;Maple
SB;SB608.M38;Medicinal plants
SB;SB608.M4;Melons
SB;SB608.M45;Mesquite
SB;SB608.M5;Millets
SB;SB608.M8;Mulberry
SB;SB608.M9;Mushrooms
SB;SB608.M94;Myrtle beech
SB;SB608.N67;Norway spruce
SB;SB608.N673;Nothofagus
SB;SB608.N674;Nothofagus fusca
SB;SB608.N676;Nursery stock
SB;SB608.N68;Nuts
SB;SB608.O115;Oak
SB;SB608.O2;Oats
SB;SB608.O25;Ohia lehua
SB;SB608.O27;Oil palm
SB;SB608.O3;Oilseed plants
SB;SB608.O4;Olive
SB;SB608.O5;Onions
SB;SB608.O6;Orange
SB;SB608.O65;Orchid
SB;SB608.O7;Ornamental plants (General)
SB;SB608.P15;Pacific madrone
SB;SB608.P22;Palms
SB;SB608.P23;Papaya
SB;SB608.P24;Paulownia kawakamii
SB;SB608.P25;Pea
SB;SB608.P3;Peach
SB;SB608.P37;Peanut
SB;SB608.P4;Pear
SB;SB608.P42;Pearl millet
SB;SB608.P45;Pecan
SB;SB608.P5;Pepper
SB;SB608.P56;Phragmites australis
SB;SB608.P63;Pigeon pea
SB;SB608.P65;Pine
SB;SB608.P72;Pineapple
SB;SB608.P73;Pistachio
SB;SB608.P76;Plane tree
SB;SB608.P77;Plum
SB;SB608.P774;Polish larch
SB;SB608.P7745;Ponderosa pine
SB;SB608.P775;Poplar
SB;SB608.P78;Poppy
SB;SB608.P79;Populus tremuloides
SB;SB608.P8;Potatoes
SB;SB608.P85;Proteaceae
SB;SB608.R2;Rape
SB;SB608.R25;Raspberry
SB;SB608.R33;Red spruce
SB;SB608.R37;Restionaceae
SB;SB608.R43;Rhododendrons
SB;SB608.R5;Rice
SB;SB608.R7;Root crops
SB;SB608.R8;Rose
SB;SB608.R83;Rubber plants
SB;SB608.R85;Rubus
SB;SB608.R9;Rye
SB;SB608.S33;Sandalwood
SB;SB608.S42;Sea buckthorn
SB;SB608.S44;Scots pine
SB;SB608.S46;Siberian larch
SB;SB608.S5;Silk tree
SB;SB608.S54;Silver fir
SB;SB608.S57;Snapdragon
SB;SB608.S59;Solanaceae
SB;SB608.S6;Sorghum
SB;SB608.S7;Soybean
SB;SB608.S8;Spruce
SB;SB608.S83;Stone fruit
SB;SB608.S85;Strawberry
SB;SB608.S88;Sugar beet
SB;SB608.S89;Sugar maple
SB;SB608.S9;Sugarcane
SB;SB608.S92;Sunflower
SB;SB608.S945;Sweet clover
SB;SB608.S95;Sweet pea
SB;SB608.S98;Sweet potato
SB;SB608.T26;Taro
SB;SB608.T28;Taxus
SB;SB608.T3;Tea
SB;SB608.T33;Teak
SB;SB608.T4;Teosinte
SB;SB608.T6;Timothy
SB;SB608.T7;Tobacco
SB;SB608.T75;Tomato
SB;SB608.T8;Tropical crops
SB;SB608.T85;Tulip
SB;SB608.T87;Turfgrasses
SB;SB608.T9;Turnip
SB;SB608.U42;Umbelliferae
SB;SB608.V4;Vegetables (General)
SB;SB608.V44;Veld grass
SB;SB608.W3;Walnut
SB;SB608.W32;Walnut, English
SB;SB608.W33;Watermelon
SB;SB608.W47;Western larch
SB;SB608.W5;Wheat
SB;SB608.W6;White ash
SB;SB608.W64;White spruce
SB;SB608.W65;Willow
SB;SB610;Periodicals. Societies. Serials
SB;SB610.2;Congresses
SB;SB611;General works
SB;SB611.3;General works
SB;SB611.34.A-Z;By region or country, A-Z
SB;SB611.4;Economic aspects (General)
SB;SB611.5;General works
SB;SB611.6;Microbiological methods. Microbial herbicides
SB;SB612.A2;General works
SB;SB612.A3-Z;By region or state, A-Z
SB;SB613.A-Z;Other regions or countries, A-Z
SB;SB613.5;Invasive plants
SB;SB614;General works
SB;SB614.3.A-Z;By region or country, A-Z
SB;SB614.7;Phreatophytes
SB;SB615.A-Z;Individual weeds, etc., A-Z
SB;SB615.A27;Absinth wormwood
SB;SB615.A52;Ambrosia artemisiifolia
SB;SB615.A65;Apera spica-venti
SB;SB615.A78;Artemisia frigida
SB;SB615.B72;Bracken fern
SB;SB615.B74;Broom snakeweed
SB;SB615.C4;Canada thistle
SB;SB615.C42;Celastrus orbiculatus
SB;SB615.C43;Chinese clematis
SB;SB615.C45;Chromolaena odorata
SB;SB615.C47;Cladophora
SB;SB615.C5;Climbing hempweed
SB;SB615.C63;Cogon grass
SB;SB615.C65;Common dandelion
SB;SB615.D29;Dalmatian toadflax
SB;SB615.D6;Docks
SB;SB615.D85;Dwarf mistletoes
SB;SB615.E23;Echium plantagineum
SB;SB615.E54;English ivy
SB;SB615.E87;Eurasian watermilfoil
SB;SB615.F54;Field bindweed
SB;SB615.F68;Fountain grass
SB;SB615.G2;Garlic
SB;SB615.G23;Garlic mustard
SB;SB615.G52;Giant hogweed
SB;SB615.G67;Gorse
SB;SB615.H4;Heather
SB;SB615.H45;Hemp sesbania
SB;SB615.H54;Hieracium lepidulum
SB;SB615.H66;Honey mesquite
SB;SB615.H93;Hydrilla
SB;SB615.H95;Hydrocotyle ranuculoides
SB;SB615.H97;Hymenachne amplexicaulis
SB;SB615.H98;Hypericum perforatum
SB;SB615.I39;Imperata
SB;SB615.J34;Japanese knotweed
SB;SB615.K55;Knapweeds
SB;SB615.K83;Kudzu
SB;SB615.L24;Lagorosiphon major
SB;SB615.L35;Lantana camara
SB;SB615.L42;Lead tree
SB;SB615.L43;Leafy spurge
SB;SB615.L56;Linaria vulgaris
SB;SB615.M25;Madagascar ragwort
SB;SB615.M3;Marsh horsetail
SB;SB615.M38;Medusahead wildrye
SB;SB615.M39;Melaleuca quinquenervia
SB;SB615.M4;Mesquite
SB;SB615.M43;Miconia calvescens
SB;SB615.M45;Mikania micrantha
SB;SB615.M46;Mimosa pigra
SB;SB615.M5;Mistletoes
SB;SB615.M65;Morella faya
SB;SB615.P25;Pampas grasses
SB;SB615.P28;Parthenium hysterophorus
SB;SB615.P3;Paspalum distichum
SB;SB615.P39;Persicaria perfoliata
SB;SB615.P45;Phyla canescens
SB;SB615.P54;Plectonema boryanum
SB;SB615.P66;Populus tremuloides
SB;SB615.P8;Prickly pears
SB;SB615.P83;Prosopis
SB;SB615.P86;Purple loosestrife
SB;SB615.Q3;Quack grass
SB;SB615.R3;Ragweeds
SB;SB615.R4;Red alder
SB;SB615.R43;Red rice
SB;SB615.R44;Reed canary grass
SB;SB615.S2;Sagebrush
SB;SB615.S35;Senna obtusifolia
SB;SB615.S4;Serrated tussock
SB;SB615.S58;Small-leaf spiderwort
SB;SB615.S62;Sow thistles
SB;SB615.S63;Spartina
SB;SB615.S84;Sulphur cinquefoil
SB;SB615.T25;Tamarisks
SB;SB615.T27;Tansy ragwort
SB;SB615.T4;Thistles
SB;SB615.T96;Typha
SB;SB615.V44;Veld grass
SB;SB615.W3;Water hyacinth
SB;SB615.W54;Wild oat
SB;SB615.W56;Willows
SB;SB615.W58;Witchweeds
SB;SB617;General
SB;SB617.4;General works
SB;SB617.45.A-Z;By region or state, A-Z
SB;SB617.5.A-Z;Other regions or countries, A-Z
SB;SB618.A-Z;Individual plants, A-Z
SB;SB618.D4;Death camas
SB;SB618.M5;Milkweed
SB;SB618.M6;Mountain laurel
SB;SB618.P6;Poison ivy
SB;SB618.S7;Sneezeweed
SB;SB621-723;By region or country (Table S1)
SB;SB724;Tropics
SB;SB727;Congresses
SB;SB728;Dictionaries. Encyclopedias
SB;SB729.5;Collective
SB;SB729.6.A-Z;Individual, A-Z
SB;SB731;General works
SB;SB732;Minor miscellaneous
SB;SB732.4;Vocational guidance
SB;SB732.5;General works
SB;SB732.54.A-Z;By region or country, A-Z
SB;SB732.56;Laboratory manuals
SB;SB732.58;Economic aspects (General)
SB;SB732.6;Biological control of phytopathogenic microorganisms (General)
SB;SB732.65;Molecular aspects
SB;SB732.7;Plant-pathogen relationships
SB;SB732.73;Diseased plant anatomy and physiology
SB;SB732.75;Phytotoxins. Allelopathy and allelopathic agents (General)
SB;SB732.8;Seed pathology. Seed-borne plant diseases (General)
SB;SB732.87;Soilborne plant diseases
SB;SB733;Fungus diseases
SB;SB734;Bacterial diseases
SB;SB736;Virus diseases
SB;SB737;Mycoplasma diseases
SB;SB738;Phytoplasma diseases
SB;SB741.A-Z;Individual and groups of diseases or pathogens, A-Z
SB;SB741.A48;Alternaria
SB;SB741.A55;Anthracnose
SB;SB741.A7;Armillaria root rot
SB;SB741.B33;Bacterial wilt diseases
SB;SB741.B6;Black rot
SB;SB741.B73;Botryodiplodia theobromae
SB;SB741.B74;Botrytis. Botryotinia
SB;SB741.C42;Charcoal rot
SB;SB741.C45;Chlorosis
SB;SB741.C6;Clubroot
SB;SB741.C73;Colletotrichum
SB;SB741.C75;Comamonadaceae
SB;SB741.C9;Crown gall
SB;SB741.D3;Damping-off
SB;SB741.D68;Downy mildew
SB;SB741.E7;Ergot
SB;SB741.F6;Fire blight
SB;SB741.F9;Fusarium
SB;SB741.G35;Ganoderma
SB;SB741.H38;Heterobasidion annosum
SB;SB741.L45;Leaf spots
SB;SB741.M65;Mildew
SB;SB741.M75;Mosaic diseases
SB;SB741.P58;Phytophthora
SB;SB741.P59;Phytophthora cinnamomi
SB;SB741.P715;Potyviruses
SB;SB741.P72;Powdery mildews
SB;SB741.P76;Pseudomonas syringae
SB;SB741.P95;Pythium
SB;SB741.R35;Ralstonia solanacearum
SB;SB741.R38;Red band needle blight
SB;SB741.R75;Root rots
SB;SB741.R8;Rusts
SB;SB741.S38;Scleroderris canker
SB;SB741.S6;Smuts
SB;SB741.V45;Verticillium. Verticillium wilts
SB;SB741.W44;Wilt diseases
SB;SB741.X35;Xanthomonas
SB;SB741.5;Tumors
SB;SB742;General works
SB;SB743.A-Z;Special. By compound, element, or group of elements, A-Z
SB;SB743.B6;Boron
SB;SB743.I75;Iron
SB;SB743.M25;Magnesium
SB;SB743.M3;Manganese
SB;SB743.P68;Potassium
SB;SB743.T7;Trace elements
SB;SB743.Z55;Zinc
SB;SB744;General works
SB;SB744.25;Herbicides
SB;SB744.5;General works
SB;SB745;Air pollution, smoke, fumes, etc.
SB;SB745.4;Acid deposition. Acid precipitation
SB;SB746;Radioactive substances
SB;SB747.A-Z;Other pollutants, A-Z
SB;SB747.F58;Fluorides
SB;SB747.O95;Ozone, Atmospheric
SB;SB747.S84;Sulfur dioxide
SB;SB750;Disease and pest resistance
SB;SB761;General works
SB;SB762;General works
SB;SB763.A-Z;By region or state, A-Z
SB;SB764.A-Z;Other regions or countries, A-Z
SB;SB765;Tree and forest declines
SB;SB767;Galls and gall insects
SB;SB770;Tree cavities. Tree hollows. Tree holes
SB;SB781;Damage from frosts, freezing, hail, and ice
SB;SB785;Effect of floods
SB;SB791;Effect of drought
SB;SB793;Effect of wind
SB;SB795.A-Z;Other, A-Z
SB;SB795.F6;Forking
SB;SB818;Periodicals. Societies. Serials
SB;SB818.2;Congresses
SB;SB818.5;Dictionaries. Encyclopedias. Terminology
SB;SB821-923;Documents. By country (Table S1)
SB;SB931;General works
SB;SB931.3;Juvenile works
SB;SB933;Minor works. Pamphlets
SB;SB933.14;General works
SB;SB933.16.A-Z;By region or country, A-Z
SB;SB933.2;Insect resistance. Insect resistant plants
SB;SB933.25;Periodicals. Societies. Serials
SB;SB933.27;Congresses
SB;SB933.3;General works
SB;SB933.32.A-Z;By region or country, A-Z
SB;SB933.33;Entomophagous arthropods and insects
SB;SB933.334;Nematodes
SB;SB933.34;General works
SB;SB933.37;Viral insecticides
SB;SB933.5;Semiochemicals
SB;SB933.6;Sterilization
SB;SB933.7;Temperature
SB;SB934;General works
SB;SB934.5.A-Z;By region or state, A-Z
SB;SB935.A-Z;Other regions or countries, A-Z
SB;SB936;Greenhouse pests
SB;SB937;Storage pests
SB;SB938;Urban pests
SB;SB939;Scale insects
SB;SB940;Mites
SB;SB942;Diseases of insects, mites, etc.
SB;SB945.A-Z;Individual and groups of insects, mites, etc., A-Z
SB;SB945.A22;Acarus siro
SB;SB945.A224;Adelges
SB;SB945.A226;African armyworm
SB;SB945.A23;Agromyzidae
SB;SB945.A24;Aleyrodidae. Whiteflies
SB;SB945.A26;Alfalfa midge
SB;SB945.A3;Alfalfa weevil
SB;SB945.A33;Ambermarked birch leafminer
SB;SB945.A34;Amrasca devastans
SB;SB945.A4;Ants
SB;SB945.A5;Aphids
SB;SB945.A527;Apple clearwing moth
SB;SB945.A74;Argentine ant
SB;SB945.A8;Armyworms
SB;SB945.A83;Asian longhorned beetle
SB;SB945.A86;Atta
SB;SB945.B24;Balsam woolly adelgid
SB;SB945.B28;Banana root borer
SB;SB945.B3;Bark beetles
SB;SB945.B38;Bean aphid
SB;SB945.B422;Beet armyworm
SB;SB945.B424;Beetles
SB;SB945.B427;Bemisia
SB;SB945.B44;Black cutworm
SB;SB945.B65;Blueberry maggot
SB;SB945.B83;Borers
SB;SB945.B89;Brown planthopper
SB;SB945.B9;Browntail moth
SB;SB945.C24;Cabbage maggot
SB;SB945.C26;Cacao pod borer
SB;SB945.C337;Capnodis tenebrionis
SB;SB945.C44;Cercopidae
SB;SB945.C47;Chilo
SB;SB945.C49;Chilotraea polychrysa
SB;SB945.C5;Chinch bug
SB;SB945.C523;Choristoneura murinana
SB;SB945.C525;Chortoicetes terminifera
SB;SB945.C55;Cicada, Periodical
SB;SB945.C67;Coccidae
SB;SB945.C68;Cockchafers
SB;SB945.C7;Codling moth
SB;SB945.C723;Collembola
SB;SB945.C8;Cotton-boll weevil
SB;SB945.C865;Cranberry girdler
SB;SB945.C888;Ctenarytaina eucalypti
SB;SB945.C92;Cutworms
SB;SB945.C95;Cyclamen mite
SB;SB945.D38;Dendroctonus micans
SB;SB945.D44;Desert locust
SB;SB945.D48;Diabrotica
SB;SB945.D5;Diamondback moth
SB;SB945.D53;Diaspididae
SB;SB945.D75;Douglas fir beetle
SB;SB945.D76;Douglas fir tussock moth
SB;SB945.D87;Dysdercus
SB;SB945.E48;Emerald ash borer
SB;SB945.E52;Empoasca fabae
SB;SB945.E65;Epilachna
SB;SB945.E73;European chafer
SB;SB945.E75;European corn borer
SB;SB945.E78;European pine shoot moth
SB;SB945.E845;Eurygaster integriceps
SB;SB945.F535;Fire ants
SB;SB945.F64;Florida wax scale
SB;SB945.F7;Forest tent caterpillar
SB;SB945.F8;Fruit-fly
SB;SB945.G53;Granary weevil
SB;SB945.G65;Grasshoppers
SB;SB945.G73;Green alder sawfly
SB;SB945.G75;Green peach aphid
SB;SB945.G9;Gypsy moth. Lymantria dispar
SB;SB945.H27;Heliothis
SB;SB945.H274;Heliothis armigera
SB;SB945.H28;Heliothis zea
SB;SB945.H29;Hemispherical scale
SB;SB945.H294;Hemlock woolly adelgid
SB;SB945.H9;Hyphantrai cunea
SB;SB945.I68;Ips typographus
SB;SB945.J27;Janetiella oenophila
SB;SB945.J3;Japanese beetle
SB;SB945.K45;Khapra beetle
SB;SB945.L27;Large timberworm
SB;SB945.L5;Leafhoppers
SB;SB945.L55;Leafminers
SB;SB945.L6;Leopard moth
SB;SB945.L63;Lepidoptera
SB;SB945.L65;Leucaena psyllid
SB;SB945.L68;Liriomyza trifolii
SB;SB945.L7;Locusts
SB;SB945.L8;Lucerne flea
SB;SB945.M32;Macrotermes gilvus
SB;SB945.M5;Mediterranean flour moth
SB;SB945.M54;Mediterranean fruit fly
SB;SB945.M56;Melon-flies
SB;SB945.M7;Mole crickets
SB;SB945.M74;Monochamus urussovi
SB;SB945.M78;Mountain pine beetle
SB;SB945.M96;Mythimna separata
SB;SB945.N4;Neodiprion sertifer
SB;SB945.N46;Neotermes
SB;SB945.N53;Nezara viridula
SB;SB945.N57;Nipaecoccus viridis
SB;SB945.N8;Nun moth
SB;SB945.O37;Oligonychus ununguis
SB;SB945.O4;Olive fly
SB;SB945.O57;Oporinia autumnata
SB;SB945.O62;Oribatidae
SB;SB945.O63;Oriental fruit fly
SB;SB945.O65;Oriental fruit moth
SB;SB945.O77;Oryctes rhinoceros
SB;SB945.P2;Pales weevil
SB;SB945.P35;Pea aphis
SB;SB945.P36;Peach twig-borer
SB;SB945.P47;Pentatomidae. Stinkbugs
SB;SB945.P48;Pepper weevil
SB;SB945.P58;Phyllophaga
SB;SB945.P59;Phylloxera
SB;SB945.P618;Pine bud moth
SB;SB945.P619;Pine gall midge
SB;SB945.P644;Planthoppers
SB;SB945.P66;Poplar and willow borer
SB;SB945.P68;Potato beetle
SB;SB945.P7;Potato tuberworm
SB;SB945.P73;Prays oleae
SB;SB945.P78;Psylla
SB;SB945.P95;Pyralidae
SB;SB945.R44;Red locust
SB;SB945.R45;Red spider
SB;SB945.R457;Rhagoletis cerasi
SB;SB945.R458;Rhammatocerus schistocercoides
SB;SB945.R48;Ribbed pine-borer
SB;SB945.R49;Rice gall midge
SB;SB945.R495;Rice hispa
SB;SB945.R57;Rice weevil
SB;SB945.R7;Rocky Mountain locust
SB;SB945.S2;San Jose scale
SB;SB945.S25;Satin moth
SB;SB945.S3;Sawflies
SB;SB945.S35;Scarabaeidae
SB;SB945.S46;Shoot flies
SB;SB945.S5;Sitona
SB;SB945.S57;Sorghum shoot fly
