classe;cote_range;description
NC;NC1549.A-Z;Special artists, A-Z
NC;NC1550;General works
NC;NC1553;Before 19th century
NC;NC1555;19th century
NC;NC1556;20th century
NC;NC1556.3.A-Z;Special works. By name, A-Z
NC;NC1557.A-Z;Collections and exhibitions of works produced in Belgium. By city and museum or
NC;NC1558.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1559.A-Z;Special artists, A-Z
NC;NC1570;General works
NC;NC1573;Before 19th century
NC;NC1575;19th century
NC;NC1576;20th century
NC;NC1576.3.A-Z;Special works. By name, A-Z
NC;NC1577.A-Z;Collections and exhibitions of works produced in Russia. By city and museum or
NC;NC1578.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1579.A-Z;Special artists, A-Z
NC;NC1580;General works
NC;NC1583;Before 19th century
NC;NC1585;19th century
NC;NC1586;20th century
NC;NC1586.3.A-Z;Special works. By name, A-Z
NC;NC1587.A-Z;Collections and exhibitions of works produced in Scandinavia. By city and museum
NC;NC1588.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1589.A-Z;Special artists, A-Z
NC;NC1590;General works
NC;NC1593;Before 19th century
NC;NC1595;19th century
NC;NC1596;20th century
NC;NC1596.3.A-Z;Special works. By name, A-Z
NC;NC1597.A-Z;Collections and exhibitions of works produced in Denmark. By city and museum or
NC;NC1598.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1599.A-Z;Special artists, A-Z
NC;NC1600;General works
NC;NC1603;Before 19th century
NC;NC1605;19th century
NC;NC1606;20th century
NC;NC1606.3.A-Z;Special works. By name, A-Z
NC;NC1607.A-Z;Collections and exhibitions of works produced in Iceland. By city and museum or
NC;NC1608.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1609.A-Z;Special artists, A-Z
NC;NC1610;General works
NC;NC1613;Before 19th century
NC;NC1615;19th century
NC;NC1616;20th century
NC;NC1616.3.A-Z;Special works. By name, A-Z
NC;NC1617.A-Z;Collections and exhibitions of works produced in Norway. By city and museum or
NC;NC1618.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1619.A-Z;Special artists, A-Z
NC;NC1620;General works
NC;NC1623;Before 19th century
NC;NC1625;19th century
NC;NC1626;20th century
NC;NC1626.3.A-Z;Special works. By name, A-Z
NC;NC1627.A-Z;Collections and exhibitions of works produced in Sweden. By city and museum or
NC;NC1628.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1629.A-Z;Special artists, A-Z
NC;NC1630;General works
NC;NC1633;Before 19th century
NC;NC1635;19th century
NC;NC1636;20th century
NC;NC1636.3.A-Z;Special works. By name, A-Z
NC;NC1637.A-Z;Collections and exhibitions of works produced in both Spain and Portugal or in
NC;NC1638.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1639.A-Z;Special artists, A-Z
NC;NC1640;General works
NC;NC1643;Before 19th century
NC;NC1645;19th century
NC;NC1646;20th century
NC;NC1646.3.A-Z;Special works. By name, A-Z
NC;NC1647.A-Z;Collections and exhibitions of works produced in Portugal. By city and museum or
NC;NC1648.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1649.A-Z;Special artists, A-Z
NC;NC1650;General works
NC;NC1653;Before 19th century
NC;NC1655;19th century
NC;NC1656;20th century
NC;NC1656.3.A-Z;Special works. By name, A-Z
NC;NC1657.A-Z;Collections and exhibitions of works produced in Switzerland. By city and museum
NC;NC1658.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1659.A-Z;Special artists, A-Z
NC;NC1660.A-Z;Other European countries, A-Z
NC;NC1670.A-Z;Special artists of other countries, A-Z
NC;NC1680;Asia
NC;NC1690;General works
NC;NC1693;Before 19th century
NC;NC1695;19th century
NC;NC1696;20th century
NC;NC1696.3.A-Z;Special works. By name, A-Z
NC;NC1696.4;21st century
NC;NC1697.A-Z;Collections and exhibitions of works produced in China. By city and museum or
NC;NC1698.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1699.A-Z;Special artists, A-Z
NC;NC1700;General works
NC;NC1703;Before 19th century
NC;NC1705;19th century
NC;NC1706;20th century
NC;NC1706.3.A-Z;Special works. By name, A-Z
NC;NC1707.A-Z;Collections and exhibitions of works produced in Japan. By city and museum or
NC;NC1708.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1709.A-Z;Special artists, A-Z
NC;NC1710;General works
NC;NC1713;Before 19th century
NC;NC1715;19th century
NC;NC1716;20th century
NC;NC1716.3.A-Z;Special works. By name, A-Z
NC;NC1716.4;21st century
NC;NC1717.A-Z;Collections and exhibitions of works produced in India. By city and museum or other
NC;NC1718.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1719.A-Z;Special artists, A-Z
NC;NC1720.A-Z;Other Asian countries, A-Z
NC;NC1729.A-Z;Special artists of other Asian countries, A-Z
NC;NC1730;Africa
NC;NC1740.A-Z;Special countries, A-Z
NC;NC1749.A-Z;Special artists, A-Z
NC;NC1750;General works
NC;NC1753;Before 19th century
NC;NC1755;19th century
NC;NC1756;20th century
NC;NC1756.3.A-Z;Special works. By name, A-Z
NC;NC1757.A-Z;Collections and exhibitions of works produced in Australia. By city and museum or
NC;NC1758.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1759.A-Z;Special artists, A-Z
NC;NC1760;General works
NC;NC1761.A-Z;Special artists, A-Z
NC;NC1762.A-Z;Other, A-Z
NC;NC1763.A-Z;Special subjects, A-Z
NC;NC1764;General works
NC;NC1764.5.A-Z;Special regions or countries, A-Z
NC;NC1764.8.A-Z;Special topics, A-Z
NC;NC1764.85;Flip books
NC;NC1765;General works
NC;NC1766.A-Z;By region or country, A-Z
NC;NC1766.5.A-Z;Special topics, A-Z
NC;NC1800;Periodicals and societies
NC;NC1805.A-Z;United States. By city and museum or other place of exhibition, A-Z
NC;NC1806.A-Z;Other countries. By country and city, A-Z
NC;NC1806.45;General works
NC;NC1806.7;19th century
NC;NC1806.8;20th century
NC;NC1806.9;21st century
NC;NC1807.A-Z;Special countries, A-Z
NC;NC1810;General works (Technique, etc.)
NC;NC1815;General special
NC;NC1817;Juvenile works
NC;NC1820;Collective
NC;NC1823.A-Z;Special countries, A-Z
NC;NC1825.A-Z;United States. By city and museum, A-Z
NC;NC1827.A-Z;Other countries. By country and city, A-Z
NC;NC1830;Collective
NC;NC1831.A-Z;Special, by collector, A-Z
NC;NC1833.A-Z;Other regions or countries, A-Z
NC;NC1840;Trade catalogs
NC;NC1845.A-Z;Posters in special styles, A-Z
NC;NC1849.A-Z;Special topics, A-Z
NC;NC1850.A-Z;Posters by special artists
NC;NC1855;General works
NC;NC1856;United States
NC;NC1857.A-Z;Other regions or countries, A-Z
NC;NC1858.A-Z;Trade catalogs. By compiler, A-Z
NC;NC1860;General (technique, etc.)
NC;NC1861.A-Z;Exhibitions. Collections. Museums. By country and collector or place of exhibition, A-Z
NC;NC1864.A-Z;Publishers' catalogs. By firm, A-Z
NC;NC1866.A-Z;Special occasions, A-Z
NC;NC1867.A-Z;Special styles, A-Z
NC;NC1868.A-Z;Special designers, A-Z
NC;NC1870;Periodicals
NC;NC1871.A-Z;United States. By city and museum or other place of exhibition, A-Z
NC;NC1871.5.A-Z;Other countries. By country and city, A-Z
NC;NC1872;General works
NC;NC1875.A-Z;Collections. By country and collector, A-Z
NC;NC1875.5;General works
NC;NC1876.A-Z;By region or country, A-Z
NC;NC1877.A-Z;Individual firms, A-Z
NC;NC1878.A-Z;Special subjects, A-Z
NC;NC1878.5.A-Z;Picture postcards in special styles, A-Z
NC;NC1878.7.A-Z;Special countries, A-Z
NC;NC1879.A-Z;Special artists, A-Z
NC;NC1880;Invitations, social announcements, calling cards
NC;NC1882;General works
NC;NC1882.5.A-Z;Exhibitions. Collections. Museums. By country and collector or place of exhibition, A-Z
NC;NC1882.7.A-Z;Special subjects, A-Z
NC;NC1883.A-Z;Special countries, A-Z
NC;NC1883.3.A-Z;Special artists, A-Z
NC;NC1883.5;General works
NC;NC1883.6.A-Z;Special countries, A-Z
NC;NC1889;General works
NC;NC1890.A-Z;Special countries, A-Z
NC;NC1895;General works
NC;NC1896.A-Z;Special regions or countries, A-Z
NC;NC1900;Copying, enlarging, and reduction of drawings
NC;NC1920;Pantograph
NC;NC1940;Transfer processes
ND;ND25;Several authors
ND;ND27;Individual authors
ND;ND30;Encyclopedias
ND;ND31;Dictionaries
ND;ND34;Early works to 1800
ND;ND35;1801-
ND;ND36;Popular works
ND;ND38;Women painters
ND;ND40;Catalogues raisonnés (General)
ND;ND45;Other general catalogs of paintings. Indexes to paintings
ND;ND45.5;Appraisal of paintings
ND;ND46;Early works to 1800
ND;ND47;1801-
ND;ND48.5;Painting as investment
ND;ND49;Early works to 1800
ND;ND50;General works
ND;ND53;General special
ND;ND53.5;Outlines, syllabi
ND;ND55;Chronological lists
ND;ND60;Ancient and medieval
ND;ND70;General works
ND;ND73;General special
ND;ND75;Egyptian
ND;ND100;Classical
ND;ND110;Greek
ND;ND115.A-Z;Special painters, A-Z
ND;ND118;Ancient Italy (General)
ND;ND120;Roman
ND;ND125;Pompeian
ND;ND127.A-Z;Special painters, A-Z
ND;ND130.A-Z;Other ancient, A-Z
ND;ND135;Early Christian
ND;ND137;Medieval and modern painting
ND;ND138;Folios
ND;ND140;General works
ND;ND141;General special
ND;ND141.5;Carolingian
ND;ND142;Byzantine
ND;ND143;Romanesque
ND;ND144;Gothic
ND;ND146;Islamic painting
ND;ND150;Old masters
ND;ND160;General works
ND;ND170;General works
ND;ND172.A-Z;Special aspects or movements, A-Z
ND;ND177;17th and 18th centuries
ND;ND180;General works
ND;ND182.A-Z;Special aspects or movements, A-Z
ND;ND186;General works
ND;ND188.A-Z;Special aspects or movements, A-Z
ND;ND189;19th and 20th centuries
ND;ND190;General works
ND;ND192.A-Z;Special aspects or movements, A-Z
ND;ND194.5;Dictionaries
ND;ND195;General works
ND;ND196.A-Z;Special aspects or movements, A-Z
ND;ND196.2;General works
ND;ND196.4.A-Z;Special aspects or movements, A-Z
ND;ND197;Buddhist painting
ND;ND199;Jewish painting
ND;ND201-1114;Special regions or countries (Table N5 modified)
ND;ND467;General works
ND;ND467.5.A-Z;Special aspects or movements, A-Z
ND;ND547;General works
ND;ND547.5.A-Z;Special aspects or movements, A-Z
ND;ND553.A-Z;Special artists, A-Z
ND;ND566;General works
ND;ND566.5.A-Z;Special aspects or movements, A-Z
ND;ND568;General works
ND;ND568.5.A-Z;Special aspects or movements, A-Z
ND;ND623.A-Z;Special artists, A-Z
ND;ND673.A-Z;Special artists, A-Z
ND;ND699.A-Z;Special artists, A-Z
ND;ND813.A-Z;Special artists, A-Z
ND;ND1004.5.A-Z;Special aspects or movements, A-Z
ND;ND1005.5.A-Z;Special aspects or movements, A-Z
ND;ND1043.4;General works
ND;ND1043.43.A-Z;Special aspects and movements, A-Z
ND;ND1060;General works
ND;ND1115;General works
ND;ND1120;General special
ND;ND1130;Early works to 1800
ND;ND1133;Comprehensive works
ND;ND1135;1800-
ND;ND1140;General special
ND;ND1142;General works
ND;ND1143;Appreciation of painting
ND;ND1145;Famous pictures described and interpreted
ND;ND1146;Juvenile works
ND;ND1150;Essays, lectures, etc.
ND;ND1155;Anecdotes of painters and painting
ND;ND1156;Facetiae, satire, caricatures, etc.
ND;ND1158.A-Z;Painting in relation to other subjects, A-Z
ND;ND1159;Small paintings
ND;ND1288;Choice of subject. Titles. Themes and motives
ND;ND1290;General works
ND;ND1290.5;Nudes
ND;ND1290.7;Female nudes
ND;ND1290.8;Male nudes
ND;ND1292;United States
ND;ND1293.A-Z;Other regions or countries, A-Z
ND;ND1300;General works
ND;ND1301.A-Z;United States. By city and gallery or other place of exhibition, A-Z
ND;ND1301.5.A-Z;Other countries. By country and city, A-Z
ND;ND1301.6.A-Z;Private collections. By collector, A-Z
ND;ND1302;Technical manuals
ND;ND1303;General works
ND;ND1304;General special
ND;ND1305;Ancient
ND;ND1307;Medieval
ND;ND1308;15th-16th centuries
ND;ND1309;General works
ND;ND1309.2;16th century
ND;ND1309.3;17th century
ND;ND1309.4;18th century
ND;ND1309.5;19th century
ND;ND1309.6;20th century
ND;ND1311;General works
ND;ND1311.1;17th-18th centuries
ND;ND1311.2;19th century
ND;ND1311.3;20th century
ND;ND1311.5;New England
ND;ND1311.6;South
ND;ND1311.65;Central States
ND;ND1311.7;West
ND;ND1311.75;Pacific States
ND;ND1311.9.A-Z;By city, A-Z
ND;ND1312.A-Z;Other American, A-Z
ND;ND1314-1314.7;Great Britain (Table N18)
ND;ND1315-1315.7;Austria (Table N18)
ND;ND1316-1316.7;France (Table N18)
ND;ND1317-1317.7;General, and West Germany (Table N18 modified)
ND;ND1317.67;21st century
ND;ND1317.7;East Germany
ND;ND1318-1318.7;Italy (Table N18 modified)
ND;ND1318.14;14th century
ND;ND1318.15;15th century
ND;ND1319-1319.7;Netherlands. Belgium (Table N18)
ND;ND1320-1320.7;Russia (Table N18)
ND;ND1321-1321.7;Scandinavia (Table N18)
ND;ND1322-1322.7;Spain and Portugal (Table N18)
ND;ND1323-1323.7;Switzerland (Table N18)
ND;ND1324.A-Z;Other European, A-Z
ND;ND1325-1325.7;General (Table N18)
ND;ND1326-1326.7;China and Japan (Table N18)
ND;ND1326.8.A-Z;Other Oriental regions or countries, A-Z
ND;ND1327.A-Z;Other regions or countries, A-Z
ND;ND1328;Collective biography
ND;ND1329.A-Z;Special artists, A-Z
ND;ND1329.3.A-Z;Special subjects, A-Z
ND;ND1329.8;Early works through 1800
ND;ND1329.9;1801-
ND;ND1330;Technique
ND;ND1333.A-Z;United States. By city and museum or other place of exhibition, A-Z
ND;ND1335.A-Z;Other countries. By country and city, A-Z
ND;ND1335.6.A-Z;Private collections. By collector, A-Z
ND;ND1336;Biography (Collective)
ND;ND1340;General works
ND;ND1341;Sketching
ND;ND1342;Technical manuals
ND;ND1343;General works
ND;ND1345;Ancient
ND;ND1347;Medieval
ND;ND1348;15th-16th centuries
ND;ND1349;General works
ND;ND1349.2;16th century
ND;ND1349.3;17th century
ND;ND1349.4;18th century
ND;ND1349.5;19th century
ND;ND1349.6;20th century
ND;ND1351-1351.7;United States (Table N18)
ND;ND1352.A-Z;Other American, A-Z
ND;ND1353-1353.7;General (Table N18)
ND;ND1354-1354.7;Great Britain (Table N18)
ND;ND1355-1355.7;Austria (Table N18)
ND;ND1356-1356.7;France (Table N18)
ND;ND1357-1357.7;Germany (Table N18)
ND;ND1358-1358.7;Italy (Table N18)
ND;ND1359-1359.7;Netherlands. Belgium (Table N18)
ND;ND1360-1360.7;Russia (Table N18)
ND;ND1361-1361.7;Scandinavia (Table N18)
ND;ND1362-1362.7;Spain and Portugal (Table N18)
ND;ND1363-1363.7;Switzerland (Table N18)
ND;ND1364.A-Z;Other European, A-Z
ND;ND1365;General works
ND;ND1365.5;Russia in Asia
ND;ND1366;General works
ND;ND1366.7;General works
ND;ND1366.715;Pre-16th century
ND;ND1366.72;16th century
ND;ND1366.73;17th century
ND;ND1366.74;18th century
ND;ND1366.75;19th century
ND;ND1366.76;20th century
ND;ND1366.77;21st century
ND;ND1366.8;General works
ND;ND1366.815;Pre-16th century
ND;ND1366.82;16th century
ND;ND1366.83;17th century
ND;ND1366.84;18th century
ND;ND1366.85;19th century
ND;ND1366.86;20th century
ND;ND1366.9;General works
ND;ND1366.915;Pre-16th century
ND;ND1366.92;16th century
ND;ND1366.93;17th century
ND;ND1366.94;18th century
ND;ND1366.95;19th century
ND;ND1366.96;20th century
ND;ND1366.97;21st century
ND;ND1367.A-Z;Other regions or countries (including Asian), A-Z
ND;ND1370;General works
ND;ND1372-1372.7;United States (Table N18)
ND;ND1373.A-Z;Other regions or countries, A-Z
ND;ND1374;Collective biography
ND;ND1375.A-Z;Special artists, A-Z
ND;ND1380;General works
ND;ND1382-1382.7;United States (Table N18)
ND;ND1383.A-Z;Other regions or countries, A-Z
ND;ND1385;General works
ND;ND1387-1387.7;United States (Table N18)
ND;ND1388.A-Z;Other regions or countries, A-Z
ND;ND1390;General works
ND;ND1392-1392.7;United States (Table N18)
ND;ND1393.A-Z;Other regions or countries, A-Z
ND;ND1400;General works
ND;ND1402-1402.7;United States (Table N18)
ND;ND1403.A-Z;Other regions or countries, A-Z
ND;ND1410;General works
ND;ND1411-1411.7;United States (Table N18)
ND;ND1412.A-Z;Other regions or countries, A-Z
ND;ND1420;General works
ND;ND1421-1421.7;United States (Table N18)
ND;ND1422.A-Z;Other regions or countries, A-Z
ND;ND1430;General works
ND;ND1431-1431.7;United States (Table N18)
ND;ND1432.A-Z;Other regions or countries, A-Z
ND;ND1440;General works
ND;ND1441-1441.7;United States (Table N18)
ND;ND1442.A-Z;Other regions or countries, A-Z
ND;ND1450;General works
ND;ND1451-1451.7;United States (Table N18)
ND;ND1452.A-Z;Other regions or countries, A-Z
ND;ND1460.A-Z;Miscellaneous, A-Z
ND;ND1470;Periodicals
ND;ND1471;General works
ND;ND1471.5;Paint-by-numbers
ND;ND1473;Technical manuals for amateur painters
ND;ND1475;Composition
ND;ND1480;General works
ND;ND1481;General special
ND;ND1482.A-Z;Special styles, A-Z
ND;ND1484;Light
ND;ND1486;Early works to 1800
ND;ND1488;1800-
ND;ND1489;General special
ND;ND1490;Popular works
ND;ND1492;Technical works
ND;ND1493.A-Z;Special color systems, A-Z
ND;ND1495.A-Z;Special aspects of color, A-Z
ND;ND1500;General. Technical manuals for artists
ND;ND1505;General special
ND;ND1509;Mixed media
ND;ND1510;Pigments
ND;ND1530;Varnishes
ND;ND1533;Water-soluble oil paint
ND;ND1535;Synthetic pigments and media
ND;ND1536;Rollers
ND;ND1538;Brushes
ND;ND1539;Painting knives and other implements
ND;ND1550.A-Z;Trade catalogs. By firm, A-Z
ND;ND1560;General works
ND;ND1570;General works
ND;ND1572;Silk, satin, and other fabrics (Kensington, Lustra, etc.)
ND;ND1573;Transparency painting of fabrics
ND;ND1575;Wood
ND;ND1580;Stone
ND;ND1585;Paper
ND;ND1587;Vellum
ND;ND1595;Lantern slides (Hand painted)
ND;ND1605;Metal
ND;ND1615;Ivory
ND;ND1618;Plastics
ND;ND1620;Amateurs' manuals for painting on china, satin, glass, etc.
ND;ND1625;Silk, satin, and other fabrics (Kensington, Lustra, etc.)
ND;ND1630;General works
ND;ND1632;Mutilation or defacement of paintings
ND;ND1635;Technical examination: Expertising, x-ray, micrography, etc.
ND;ND1637;Attribution and reattribution
ND;ND1638;Deterioration of paintings
ND;ND1640;General works
ND;ND1643.A-Z;Special collections, A-Z
ND;ND1650;General works
ND;ND1651.A-Z;Exhibitions. Collections. Museums. By country and place of exhibition, A-Z
ND;ND1653.A-Z;Special. By restorer, A-Z
ND;ND1655;Copying and reproducing of paintings
ND;ND1656.A-Z;Special. By painter or work of art copied, A-Z
ND;ND1660;Painting forgeries
ND;ND1662.A-Z;Special. By forger, or work of art, A-Z
ND;ND1700;Periodicals
ND;ND1711;United States
ND;ND1712.A-Z;Other American countries, A-Z
ND;ND1713;Great Britain
ND;ND1714;France
ND;ND1715;Germany. Austria
ND;ND1716;Italy
ND;ND1717;Netherlands. Belgium
ND;ND1718;Scandinavia
ND;ND1719;Spain and Portugal
ND;ND1720;Switzerland
ND;ND1721.A-Z;Other countries, A-Z
ND;ND1725.A-Z;United States. By city and museum or collector, A-Z
ND;ND1727.A-Z;Other countries. By country and city, or country and collector, A-Z
ND;ND1731.A-Z;United States. By city and museum or other place of exhibition, A-Z
ND;ND1733.A-Z;Great Britain. By city and museum or other place of exhibition, A-Z
ND;ND1735.A-Z;Other countries. By country and city, A-Z
ND;ND1740;Several authors
ND;ND1742;Individual authors
ND;ND1750;Biography (Collective)
ND;ND1760;General works
ND;ND1770;Ancient
ND;ND1780;Medieval
ND;ND1790;Modern
ND;ND1795;17th-18th centuries
ND;ND1797;19th century
ND;ND1798;20th century
ND;ND1799;21st century
ND;ND1801-2094.5;Special regions or countries (Table N4 modified)
ND;ND1;General works
ND;ND2.A-Z;Special divisions, A-Z
ND;ND3.A-Z;Special cities, A-Z
ND;ND4.A-Z;Special artists, A-Z
ND;ND1841;General works
ND;ND1842.A-Z;Local, A-Z
ND;ND1843.A-Z;Special artists, A-Z
ND;ND1843.2;General
ND;ND1843.3.A-Z;Special, A-Z
ND;ND2095.A-Z;Special works, by name (artist unknown), A-Z (regardless of country)
ND;ND2110;General works
ND;ND2113;Outlines, syllabi, etc.
ND;ND2115.A-Z;Special topics, A-Z
ND;ND2125;Early works to 1800
ND;ND2130;1800-
ND;ND2150;Addresses, essays, lectures
ND;ND2190;General works
ND;ND2191;United States
ND;ND2192.A-Z;Other regions or countries, A-Z
ND;ND2200;General works
ND;ND2201;United States
ND;ND2202.A-Z;Other regions or countries, A-Z
ND;ND2237;General works
ND;ND2238;United States
ND;ND2239.A-Z;Other regions or countries, A-Z
ND;ND2240;General works
ND;ND2241;Sketching
ND;ND2242;United States
ND;ND2243.A-Z;Other regions or countries, A-Z
ND;ND2244;General works
ND;ND2245;United States
ND;ND2246.A-Z;Other regions or countries, A-Z
ND;ND2270;General works
ND;ND2271;United States
ND;ND2272.A-Z;Other regions or countries, A-Z
ND;ND2280;General works
ND;ND2281;United States
ND;ND2282.A-Z;Other regions or countries, A-Z
ND;ND2290;General works
ND;ND2291;United States
ND;ND2292.A-Z;Other regions or countries, A-Z
ND;ND2300;General works
ND;ND2301;United States
ND;ND2302.A-Z;Other regions or countries, A-Z
ND;ND2310;General works
ND;ND2311;United States
ND;ND2312.A-Z;Other regions or countries, A-Z
ND;ND2350;General works
ND;ND2351;United States
ND;ND2352.A-Z;Other regions or countries, A-Z
ND;ND2360;General works
ND;ND2361;United States
ND;ND2362.A-Z;Other regions or countries, A-Z
ND;ND2365.A-Z;Miscellaneous, A-Z
ND;ND2370;Fore-edge painting
ND;ND2397;Outline design cards
ND;ND2399;Painting books for children
ND;ND2420;General works
ND;ND2422;General special
ND;ND2425.A-Z;Trade catalogs. By firm, A-Z
ND;ND2430;General works. Technical manuals
ND;ND2435;Special elements of technique
ND;ND2440;Minor technical. Juvenile
ND;ND2460;India-ink and sepia brush work. Neutral tints
ND;ND2462;Sumi painting. Haiga
ND;ND2463;Nanga
ND;ND2465;Tempera. Gouache. Casein. Distemper
ND;ND2468;Egg tempera
ND;ND2470;Fresco
ND;ND2480;Encaustic
ND;ND2490;Finger painting
ND;ND2492;Stencil painting
ND;ND2495;Other (not A-Z)
ND;ND2550;General works
ND;ND2550.2;General works
ND;ND2550.3;Technical examination: Expertising, x-ray, micrography, etc.
ND;ND2550.5;Attribution and reattribution
ND;ND2551;Deterioration of murals
ND;ND2552;Restoration of murals
ND;ND2555;Ancient and medieval
ND;ND2560;Ancient
ND;ND2565;Etruscan
ND;ND2570;Greek. Hellenistic
ND;ND2575;Roman. Pompeian. Herculanean
ND;ND2578;Medieval
ND;ND2578.3;Sogdian
ND;ND2579;Carolingian
ND;ND2580;Romanesque
ND;ND2583;Byzantine
ND;ND2590;Modern
ND;ND2601-2877;Special regions or countries (Table N3 modified)
ND;ND2731.A-Z;English counties, A-Z
ND;ND2732.A-Z;London. By building, A-Z
ND;ND2733.A-Z;Other local, A-Z
ND;ND2863;General works
ND;ND2863.3;Coptic
ND;ND2864.A-Z;Special divisions, regions, A-Z
ND;ND2865.A-Z;Special cities, A-Z
ND;ND2880;General works
ND;ND2880.5.A-Z;By region or country, A-Z
ND;ND2881.A-Z;By special artists, A-Z
ND;ND2882;General works
ND;ND2882.5.A-Z;Special artists, A-Z
ND;ND2883;Cosmoramas
ND;ND2885;General works
ND;ND2887.A-Z;Special countries, A-Z
ND;ND2888.A-Z;Special artists, A-Z
ND;ND2889;Dictionaries
ND;ND2890;Biographical dictionaries
ND;ND2893;Exhibitions
ND;ND2894.A-Z;Collections in special countries, A-Z
ND;ND2895.A-Z;United States. By city and institution, A-Z
ND;ND2896.A-Z;Other American. By country and city, A-Z
ND;ND2897.A-Z;Great Britain. By city and institution, A-Z
ND;ND2898.A-Z;Other European countries. By country and city, A-Z
ND;ND2899.A-Z;Other countries. By country and city, A-Z
ND;ND2899.5;Sales catalogs
ND;ND2900;General works
ND;ND2910;Ancient
ND;ND2920;Medieval
ND;ND2930;Early Christian. Byzantine
ND;ND2932;Manichaen
ND;ND2935;Hebrew
ND;ND2940;Anglo-Saxon. Celtic. Irish
ND;ND2950;Carolingian
ND;ND2955;Islamic
ND;ND2960;Romanesque
ND;ND2980;Gothic
ND;ND2990;Renaissance
ND;ND3001-3294.5;Special regions or countries (Table N4 modified)
ND;ND3041;General works
ND;ND3042.A-Z;Local, A-Z
ND;ND3043.A-Z;Special artists, A-Z
ND;ND3043.2;General
ND;ND3043.3.A-Z;Special, A-Z
ND;ND3305;Early works to 1800
ND;ND3310;Treatises since 1800
ND;ND3320;General special
ND;ND3325;Addresses, essays, lectures
ND;ND3327.A-Z;Special techniques, A-Z
ND;ND3332;Amusements
ND;ND3333;Magic
ND;ND3334;Borders
ND;ND3335;Initials. Ornaments
ND;ND3336;Occupations
ND;ND3337;Human figure. Portraits
ND;ND3337.3;Mongols
ND;ND3337.5;Voyages to the otherworld
ND;ND3338;Religious subjects
ND;ND3339;Animals. Birds
ND;ND3339.5;Monsters. Grotesques
ND;ND3340;Plants. Flowers. Trees
ND;ND3341;Landscapes
ND;ND3342;Interiors. Still life
ND;ND3343;Architecture
ND;ND3343.4;Marginal illustrations. Margins
ND;ND3343.5;Musical instruments. Musicians
ND;ND3343.7;Antisemitism
ND;ND3343.8;History
ND;ND3343.9;Heraldry
ND;ND3344;Costume. Clothing and dress
ND;ND3345;Societies (for the reproduction of illuminated manuscripts)
ND;ND3350;Series. Collections
ND;ND3355;General works
ND;ND3355.5.A-Z;Special Bibles. By name, A-Z
ND;ND3356;General works
ND;ND3356.5.A-Z;Special Bibles. By name, A-Z
ND;ND3357.A-Z;Psalters, A-Z
ND;ND3358.A-Z;Other special parts of the Old Testament, A-Z
ND;ND3361.A-Z;Special parts, A-Z
ND;ND3362.5;Benedictionals
ND;ND3365;Breviaries
ND;ND3370;General works
ND;ND3370.5.A-Z;Special, A-Z
ND;ND3374.8;General works
ND;ND3375.A-Z;Special, A-Z
ND;ND3380;General works
ND;ND3380.4.A-Z;Special, A-Z
ND;ND3385.A-Z;Other religious works, A-Z
ND;ND3390;Cartularies
ND;ND3395.A-Z;Classical authors, A-Z
ND;ND3399.A-Z;Other secular works, A-Z
ND;ND3410.A-Z;Works by special artists, A-Z
ND;ND3416;Collaborations and compilations
NE;NE1;Periodicals and societies
NE;NE3;Congresses
NE;NE20;Encyclopedias
NE;NE25;Dictionaries
NE;NE30;Directories
NE;NE42.A-Z;United States. By city and gallery or other place of exhibition, A-Z
NE;NE45.A-Z;Other countries. By country and city, A-Z
NE;NE53.A-Z;United States. By city and museum or collector, A-Z
NE;NE55.A-Z;Other countries. By country and city, A-Z
NE;NE57.A-Z;United States. By collector, A-Z
NE;NE59.A-Z;Other countries. By country and collector, A-Z
NE;NE59.5;Collective
NE;NE59.7.A-Z;Individual, A-Z
NE;NE60;Organization and administration of museums, galleries and collections
NE;NE61;Printmaking as a profession
NE;NE62;Economic aspects of printmaking
NE;NE63;Before 1801
NE;NE65;Auction catalogs, 1801-
NE;NE70;Dealers' catalogs, 1801-
NE;NE75;Publishers' catalogs, 1801-
NE;NE85;Prices of prints
NE;NE90;Catalogues raisonnés. Peintre-graveurs
NE;NE218;General works
NE;NE219.A-Z;United States. By city and gallery or other place of exhibition, A-Z
NE;NE219.2.A-Z;Other countries. By country and city, A-Z
NE;NE220;General
NE;NE230.A-Z;United States. By city and museum or collector, A-Z
