classe;cote_range;description
PN;PN1579;Dictionaries. Terminology
PN;PN1580;Performing arts as a profession
PN;PN1581;History
PN;PN1583;Collective (more than one country)
PN;PN1584;General works
PN;PN1585;General works
PN;PN1586;General works
PN;PN1587.A-Z;By state, region, etc., A-Z
PN;PN1588.A-Z;By city, A-Z
PN;PN1589.A-Z;Other regions or countries, A-Z
PN;PN1590.A-Z;Special topics, A-Z
PN;PN1590.A27;Absence
PN;PN1590.A34;Age
PN;PN1590.A54;Animals
PN;PN1590.A58;Anthropology
PN;PN1590.A74;Archival resources
PN;PN1590.A9;Audiences
PN;PN1590.A94;Autistic people
PN;PN1590.B5;Blacklisting of entertainers
PN;PN1590.B53;Black people
PN;PN1590.C43;Characters and characteristics
PN;PN1590.C45;Children and performing arts
PN;PN1590.C6;Collecting of theatrical paraphernalia
PN;PN1590.C65;Corrupt practices
PN;PN1590.D37;Data processing
PN;PN1590.D63;Dogs
PN;PN1590.E46;Emotions
PN;PN1590.F47;Festivals
PN;PN1590.F55;Finance
PN;PN1590.G39;Gays
PN;PN1590.G73;Graphic arts
PN;PN1590.H36;Handicapped. People with disabilities
PN;PN1590.H57;Hispanic Americans
PN;PN1590.I75;Irish Americans
PN;PN1590.J48;Jews
PN;PN1590.M23;Management
PN;PN1590.M24;Maori (New Zealand people)
PN;PN1590.M27;Marketing
PN;PN1590.M28;Masculinity
PN;PN1590.M3;Masters of ceremonies
PN;PN1590.M66;Monsters
PN;PN1590.M87;Museums and the performing arts
PN;PN1590.M97;Mysticism
PN;PN1590.O7;Oriental influences
PN;PN1590.P64;Political aspects
PN;PN1590.P7;Press agents
PN;PN1590.P74;Production and direction
PN;PN1590.P75;Programs
PN;PN1590.P76;Psychological aspects
PN;PN1590.R33;Race
PN;PN1590.R45;Religious aspects
PN;PN1590.S24;Science
PN;PN1590.S26;Semiotics
PN;PN1590.S3;Sex
PN;PN1590.S6;Social aspects
PN;PN1590.S65;Social media
PN;PN1590.S67;Social problems
PN;PN1590.S7;Sponsorship
PN;PN1590.T43;Technique
PN;PN1590.T53;Tickets
PN;PN1590.W64;Women
PN;PN1600;Early through 1800
PN;PN1600.5;Polyglot
PN;PN1601;American and English
PN;PN1602;Dutch
PN;PN1603;French
PN;PN1604;German
PN;PN1605;Italian
PN;PN1606;Scandinavian
PN;PN1607;Slavic
PN;PN1608;Spanish and Portuguese
PN;PN1609.A-Z;Other, A-Z
PN;PN1611;American and English
PN;PN1612;Dutch
PN;PN1613;French
PN;PN1614;German
PN;PN1615;Italian
PN;PN1616;Scandinavian
PN;PN1617;Slavic
PN;PN1618;Spanish and Portuguese
PN;PN1619.A-Z;Other, A-Z
PN;PN1620.A1;General works
PN;PN1620.A3-Z;Special institutions, A-Z
PN;PN1621;Various authors
PN;PN1623;Collected essays of individual authors
PN;PN1625;Dictionaries
PN;PN1627;Indexes to children's plays
PN;PN1631;General works
PN;PN1633.A-Z;Special topics, A-Z
PN;PN1633.C6;Communism
PN;PN1633.F45;Feminism
PN;PN1633.I3;Idealism
PN;PN1633.J37;Japonism
PN;PN1633.N16;National socialism
PN;PN1633.N2;Naturalism
PN;PN1633.R65;Romanticism
PN;PN1633.S45;Semiotics
PN;PN1633.S9;Symbolism
PN;PN1635;Relation to other forms of literature
PN;PN1637;Relation to pictorial art
PN;PN1641;Relation to life
PN;PN1643;Relation to sociology, economics, political science, etc.
PN;PN1647;Relation to philosophy, ethics, and religion
PN;PN1649;Relation to the church
PN;PN1650.A-Z;Other special, A-Z
PN;PN1650.A42;Alchemy
PN;PN1650.A44;Americans
PN;PN1650.A54;Animals
PN;PN1650.B53;Bible
PN;PN1650.B6;Body, Human
PN;PN1650.C36;Cannibalism
PN;PN1650.C48;Christian symbolism
PN;PN1650.C57;Cities and towns
PN;PN1650.C58;Civilization, Western
PN;PN1650.C59;Clowns
PN;PN1650.C78;Cruelty
PN;PN1650.D4;Death
PN;PN1650.D47;Desire
PN;PN1650.D65;Don Juan
PN;PN1650.D67;Doubles
PN;PN1650.E26;Ecology
PN;PN1650.E44;Electra
PN;PN1650.E53;End of the world
PN;PN1650.E95;Evil
PN;PN1650.F35;Families
PN;PN1650.F44;Femmes fatales
PN;PN1650.F5;Filicide
PN;PN1650.F66;Fools and jesters
PN;PN1650.F74;French Revolution
PN;PN1650.F88;Future
PN;PN1650.G46;Genocide
PN;PN1650.G56;Ghosts
PN;PN1650.G7;Grotesque
PN;PN1650.H64;Holocaust, Jewish (1939-1945)
PN;PN1650.H66;Homosexuality
PN;PN1650.I58;Integrity
PN;PN1650.J48;Jews
PN;PN1650.K55;Kings and rulers
PN;PN1650.L34;Language and languages
PN;PN1650.L66;Lookalikes
PN;PN1650.L68;Love
PN;PN1650.M43;Medea
PN;PN1650.M435;Memory
PN;PN1650.M44;Men
PN;PN1650.M45;Mental illness
PN;PN1650.M53;Midlife crisis
PN;PN1650.M57;Misanthropy
PN;PN1650.M65;Money
PN;PN1650.M68;Mothers. Motherhood
PN;PN1650.N38;Naturalism
PN;PN1650.N83;Nuclear energy
PN;PN1650.O33;Occultism
PN;PN1650.P37;Parasitism (Social sciences)
PN;PN1650.P39;Petroleum
PN;PN1650.P45;Phaedra
PN;PN1650.P74;Prisons. Prisoners
PN;PN1650.P76;Prometheus
PN;PN1650.Q36;Quantum theory
PN;PN1650.R44;Regicides
PN;PN1650.R48;Revenge
PN;PN1650.R63;Robots
PN;PN1650.S34;Science
PN;PN1650.S48;Sex role
PN;PN1650.S52;Shamanism
PN;PN1650.S63;Space and time
PN;PN1650.T47;Terrorism
PN;PN1650.T5;Theater rehearsals
PN;PN1650.T56;Time
PN;PN1650.T78;Tuberculosis
PN;PN1650.T84;Twins
PN;PN1650.U86;Utopias
PN;PN1650.V34;Vampires
PN;PN1650.V53;Vietnam War, 1961-1975
PN;PN1650.V54;Vigilance (Psychology)
PN;PN1650.V55;Violence
PN;PN1650.W3;War
PN;PN1650.W65;Women
PN;PN1654;Early works through 1800
PN;PN1655;1801-
PN;PN1660;Early through 1800
PN;PN1660.5;Polyglot
PN;PN1661;American and English
PN;PN1662;Dutch
PN;PN1663;French
PN;PN1664;German
PN;PN1665;Italian
PN;PN1666;Scandinavian
PN;PN1667;Slavic
PN;PN1668;Spanish and Portuguese
PN;PN1669.A-Z;Other, A-Z
PN;PN1670;Pamphlets, etc.
PN;PN1672;General works
PN;PN1672.9;Place. Setting
PN;PN1675;Tragic effect. Tragic fault, poetic justice, etc.
PN;PN1676;Deus ex machina
PN;PN1680;Irony
PN;PN1681;Subtext
PN;PN1683;Plot
PN;PN1685;General works
PN;PN1687;Suspense
PN;PN1689;Character treatment
PN;PN1690;Treatment of masses (Crowds, etc.)
PN;PN1691;General works
PN;PN1692;Play within a play
PN;PN1693;Rhythm
PN;PN1694;Dialogue
PN;PN1695;Point of view
PN;PN1696;Offstage action
PN;PN1697;Narration
PN;PN1701;General works
PN;PN1701.5;Audiovisual aids
PN;PN1707;Criticism
PN;PN1707.9;Collective
PN;PN1708.A-Z;Individual, A-Z
PN;PN1711;Characters, heroes, heroines
PN;PN1720;Early through 1800
PN;PN1720.5;Polyglot
PN;PN1721;American and English
PN;PN1722;Dutch
PN;PN1723;French
PN;PN1724;German
PN;PN1725;Italian
PN;PN1726;Scandinavian
PN;PN1727;Slavic
PN;PN1728;Spanish and Portuguese
PN;PN1729.A-Z;Other, A-Z
PN;PN1731;Compends, outlines, etc.
PN;PN1737;Origins of the drama
PN;PN1741;Ancient
PN;PN1751;General works
PN;PN1761;Miracle plays. Mysteries. Passion plays
PN;PN1771;Moralities
PN;PN1785;General works
PN;PN1791;Special
PN;PN1800;Early to 1550
PN;PN1801;1550-1650
PN;PN1811;General works
PN;PN1821;Special
PN;PN1831;17th century
PN;PN1841;18th century
PN;PN1851;19th century
PN;PN1861;20th century
PN;PN1861.2;21st century
PN;PN1865;One-act plays
PN;PN1872;General works
PN;PN1879.A-Z;Special topics, A-Z
PN;PN1879.H65;Holocaust, Jewish (1939-1945)
PN;PN1879.M37;Mary Stuart, Queen of Scots, 1542-1587
PN;PN1879.M67;More, Thomas, Sir, Saint, 1478-1535
PN;PN1880;Religious plays
PN;PN1883;Pastoral drama
PN;PN1892;General works
PN;PN1899.A-Z;Special topics, A-Z
PN;PN1899.A53;Ambiguity
PN;PN1899.C48;Christianity
PN;PN1899.C6;Comic episodes in tragedies (Drama)
PN;PN1899.F27;Family
PN;PN1899.G74;Greek influences
PN;PN1899.M68;Mourning customs
PN;PN1899.W66;Women prisoners
PN;PN1902;General works
PN;PN1909.A-Z;Special topics, A-Z
PN;PN1912;General works
PN;PN1919.A-Z;Special topics, A-Z
PN;PN1922;General works
PN;PN1929.A-Z;Special topics, A-Z
PN;PN1929.B6;Boastfulness
PN;PN1929.C4;Characters and characteristics
PN;PN1929.C5;Closure (Rhetoric)
PN;PN1929.I7;Irony
PN;PN1929.P65;Political aspects
PN;PN1929.S45;Semiotics
PN;PN1929.S53;Slackers
PN;PN1929.S595;Social aspects
PN;PN1929.S6;Social problems
PN;PN1929.W35;War
PN;PN1934;Interludes, masques, etc.
PN;PN1935;Closet drama
PN;PN1936;Monodrama
PN;PN1942;General works
PN;PN1949.A-Z;Special topics, A-Z
PN;PN1949.S7;Striptease
PN;PN1950;Science fiction plays
PN;PN1951;Fantasy drama
PN;PN1952;Detective and mystery plays
PN;PN1953;Horror plays
PN;PN1954;Domestic drama
PN;PN1955;Clowns
PN;PN1962;General works
PN;PN1968.A-Z;By region or country, A-Z
PN;PN1969.A-Z;Special topics, A-Z
PN;PN1969.C3;Cabarets
PN;PN1969.C34;Café chantants
PN;PN1969.C65;Comedy acts. Stand-up comedy
PN;PN1969.D73;Drag shows. Drag performance
PN;PN1969.H85;Human body
PN;PN1969.M5;Minstrel shows
PN;PN1972;General works
PN;PN1978.A-Z;By region or country, A-Z
PN;PN1979.A-Z;Special topics, A-Z
PN;PN1979.B57;Black box theaters
PN;PN1979.E4;Educational puppetry
PN;PN1979.F48;Festivals
PN;PN1979.G84;Guignol
PN;PN1979.K3;Kamishibai. Kamishibai plays
PN;PN1979.K34;Kasper
PN;PN1979.M87;Museums
PN;PN1979.P53;Playbills
PN;PN1979.P9;Punch and Judy, Punchinello, Polichinelle, etc.
PN;PN1979.S5;Shadow plays, Wayang, etc.
PN;PN1979.T6;Toy theaters
PN;PN1979.W57;Women puppeteers
PN;PN1980;English
PN;PN1981;Other
PN;PN1982.A2;Collective
PN;PN1982.A3-Z;Individual, A-Z
PN;PN1985;General works
PN;PN1986.A2;Collective
PN;PN1986.A3-Z;Individual, A-Z
PN;PN1987.A-Z;By region or country, A-Z
PN;PN1988.A-Z;Special topics, A-Z
PN;PN1988.C57;Christmas entertainments
PN;PN1988.H3;Harlequin
PN;PN1990;Periodicals. Societies. Serials
PN;PN1990.2;Congresses
PN;PN1990.3;Collections. Collected essays
PN;PN1990.36;Archives
PN;PN1990.4;Dictionaries
PN;PN1990.5;History
PN;PN1990.55;Vocational guidance
PN;PN1990.6.A-Z;By region or country, A-Z
PN;PN1990.7;Collective
PN;PN1990.72.A-Z;Individual, A-Z
PN;PN1990.8;General works
PN;PN1990.83;General special
PN;PN1990.85;Juvenile works
PN;PN1990.87;Anecdotes, facetiae, etc.
PN;PN1990.9.A-Z;Special topics, A-Z
PN;PN1990.9.A54;Announcing
PN;PN1990.9.A88;Authorship. Technique of script writing
PN;PN1990.9.C45;Children's programs
PN;PN1990.9.C73;Criticism
PN;PN1990.9.E74;Ethnic broadcasting and programs
PN;PN1990.9.H64;Homosexuality. Gays
PN;PN1990.9.L3;Language
PN;PN1990.9.M56;Minorities
PN;PN1990.9.P76;Production and direction
PN;PN1990.9.P82;Public service programs
PN;PN1990.9.T34;Talk shows
PN;PN1990.9.W64;Women
PN;PN1991;Periodicals. Societies. Serials
PN;PN1991.15;Collections
PN;PN1991.2;History
PN;PN1991.3.A-Z;By region or country, A-Z
PN;PN1991.4.A2;Collective
PN;PN1991.4.A3-Z;Individual, A-Z
PN;PN1991.5;General works
PN;PN1991.55;General special
PN;PN1991.57;Juvenile works
PN;PN1991.58;Anecdotes, facetiae, etc.
PN;PN1991.6;Influence. Moral and religious aspects
PN;PN1991.65;The drama in radio
PN;PN1991.66;General works
PN;PN1991.67.A-Z;Special format stations, A-Z
PN;PN1991.67.C64;College radio stations
PN;PN1991.67.M86;Music radio stations
PN;PN1991.67.P67;Popular music stations
PN;PN1991.7;General works
PN;PN1991.73;Radio plays
PN;PN1991.75;Production and direction
PN;PN1991.77.A1;Collections
PN;PN1991.77.A2-Z;Individual, A-Z. By title of program
PN;PN1991.8.A-Z;Other special topics, A-Z
PN;PN1991.8.A32;Acting
PN;PN1991.8.A35;African Americans. Black people
PN;PN1991.8.A6;Announcing
PN;PN1991.8.B66;Book review programs
PN;PN1991.8.C45;Children's programs
PN;PN1991.8.C65;Comedy programs
PN;PN1991.8.D47;Detective and mystery programs
PN;PN1991.8.D63;Documentary programs
PN;PN1991.8.E84;Ethnic broadcasting and programs
PN;PN1991.8.E94;Experimental radio programs
PN;PN1991.8.H63;Holocaust, Jewish (1939-1945)
PN;PN1991.8.H66;Horror radio programs
PN;PN1991.8.I53;Indians
PN;PN1991.8.I57;Interviewing
PN;PN1991.8.L3;Language
PN;PN1991.8.L5;Literature
PN;PN1991.8.M5;Microphone technique
PN;PN1991.8.P6;Poetry and radio
PN;PN1991.8.P65;Police
PN;PN1991.8.P79;Psychic reading programs
PN;PN1991.8.P83;Public service programs
PN;PN1991.8.Q58;Quiz shows. Game shows
PN;PN1991.8.R48;Rhetoric
PN;PN1991.8.S34;Science fiction programs
PN;PN1991.8.S4;Serials. Soap operas
PN;PN1991.8.S44;Sex
PN;PN1991.8.S46;Sex role
PN;PN1991.8.S69;Sound effects
PN;PN1991.8.S87;Supernatural
PN;PN1991.8.T35;Talk shows
PN;PN1991.8.W47;Westerns
PN;PN1991.8.W65;Women
PN;PN1991.9;Miscellaneous works
PN;PN1992;Periodicals. Societies. Serials
PN;PN1992.13;Congresses
PN;PN1992.15;Collections
PN;PN1992.16;Archives
PN;PN1992.18;Dictionaries
PN;PN1992.2;History
PN;PN1992.3.A-Z;By region or country, A-Z
PN;PN1992.4.A2;Collective
PN;PN1992.4.A3-Z;Individual, A-Z
PN;PN1992.45;Study and teaching
PN;PN1992.5;General works
PN;PN1992.55;General special
PN;PN1992.56;Relation to history
PN;PN1992.57;Juvenile works
PN;PN1992.58;Anecdotes. Humor. Quotations, maxims, etc.
PN;PN1992.6;Influence. Political, moral, social, and religious aspects
PN;PN1992.63;Motion pictures and television
PN;PN1992.65;Drama in television
PN;PN1992.655;Literature and television
PN;PN1992.66;Performing arts and television
PN;PN1992.7;Authorship. Technique of script writing. Selling the script
PN;PN1992.75;Production and direction
PN;PN1992.77.A1;Collections
PN;PN1992.77.A2-Z;Individual programs. By title of program, A-Z
PN;PN1992.78;General works
PN;PN1992.783.A-Z;By place, A-Z
PN;PN1992.8.A-Z;Other special topics, A-Z
PN;PN1992.8.A3;Acting
PN;PN1992.8.A317;Action and adventure programs
PN;PN1992.8.A32;Advertising of television programs
PN;PN1992.8.A34;African Americans. Black people
PN;PN1992.8.A37;Aging
PN;PN1992.8.A58;Animals
PN;PN1992.8.A59;Animated programs
PN;PN1992.8.A6;Announcing. Voice-overs
PN;PN1992.8.A65;Antiheroes
PN;PN1992.8.A67;Apocalyptic television programs
PN;PN1992.8.A7;Arabs
PN;PN1992.8.A75;Art
PN;PN1992.8.A76;Art direction
PN;PN1992.8.A78;Asian Americans
PN;PN1992.8.B35;Battlestar Galactica television programs
PN;PN1992.8.B54;Big Brother television programs
PN;PN1992.8.B64;Body, Human
PN;PN1992.8.B87;Businessmen
PN;PN1992.8.C36;Casting
PN;PN1992.8.C45;Children
PN;PN1992.8.C46;Children's programs
PN;PN1992.8.C5;Christmas
PN;PN1992.8.C55;Clergy
PN;PN1992.8.C56;Clothing and dress
PN;PN1992.8.C64;Collectibles
PN;PN1992.8.C65;Collective memory
PN;PN1992.8.C66;Comedy programs
PN;PN1992.8.C67;Commissario Montalbano television programs
PN;PN1992.8.C68;Cooking shows
PN;PN1992.8.C688;Country life
PN;PN1992.8.C69;Courtesy
PN;PN1992.8.C7;Criticism
PN;PN1992.8.C83;Cult television programs
PN;PN1992.8.C84;Cultural television programs. Arts television programs
PN;PN1992.8.D3;Dance parties
PN;PN1992.8.D4;Death
PN;PN1992.8.D43;Degrassi television programs
PN;PN1992.8.D48;Detective and mystery programs
PN;PN1992.8.D6;Documentary programs
PN;PN1992.8.D72;Dreams
PN;PN1992.8.D74;Drinking of alcoholic beverages
PN;PN1992.8.D97;Dystopian television programs
PN;PN1992.8.E46;Emotions
PN;PN1992.8.E55;Enlightenment
PN;PN1992.8.E84;Ethnic broadcasting and programs
PN;PN1992.8.E85;Ethnicity (as a theme)
PN;PN1992.8.E93;Evaluation
PN;PN1992.8.F325;Fairy tales
PN;PN1992.8.F33;Family and family life
PN;PN1992.8.F35;Fantastic programs
PN;PN1992.8.F37;Fathers
PN;PN1992.8.F5;Films in programming
PN;PN1992.8.F57;Firefighters
PN;PN1992.8.F58;First responders
PN;PN1992.8.F66;Food
PN;PN1992.8.F67;Foreign programs
PN;PN1992.8.G39;Gay men
PN;PN1992.8.G46;Gender nonconformity
PN;PN1992.8.G47;Germany
PN;PN1992.8.G57;Girls
PN;PN1992.8.G66;Globalization
PN;PN1992.8.G7;Graphics
PN;PN1992.8.H36;Handicapped. People with disabilities
PN;PN1992.8.H54;Hispanic Americans
PN;PN1992.8.H56;Historical programs
PN;PN1992.8.H57;HIV infections
PN;PN1992.8.H63;Holocaust, Jewish (1939-1945)
PN;PN1992.8.H64;Homosexuality
PN;PN1992.8.H67;Horror
PN;PN1992.8.I45;Immigrants
PN;PN1992.8.I47;Imperialism
PN;PN1992.8.I64;Indians
PN;PN1992.8.I65;Infotainment
PN;PN1992.8.I66;Intellect
PN;PN1992.8.I68;Interviewing
PN;PN1992.8.J39;Jazz
PN;PN1992.8.J48;Jews
PN;PN1992.8.J87;Justice. Law
PN;PN1992.8.L35;Language
PN;PN1992.8.L43;Leadership
PN;PN1992.8.L47;Lesbianism
PN;PN1992.8.L5;Lighting
PN;PN1992.8.L54;Lincoln, Abraham
PN;PN1992.8.L57;Literacy
PN;PN1992.8.L58;Live television programs
PN;PN1992.8.M33;Magazine format
PN;PN1992.8.M36;Makeup
PN;PN1992.8.M374;Marginality, Social
PN;PN1992.8.M38;Masculinity
PN;PN1992.8.M388;Mediation
PN;PN1992.8.M43;Medicine
PN;PN1992.8.M45;Memory
PN;PN1992.8.M46;Mental illness
PN;PN1992.8.M52;Middle West
PN;PN1992.8.M53;Militarism
PN;PN1992.8.M54;Minorities
PN;PN1992.8.M58;Mothers
PN;PN1992.8.M6;Motion-picture cartoons
PN;PN1992.8.M87;Music
PN;PN1992.8.N35;Nanny television programs
PN;PN1992.8.N37;National socialism
PN;PN1992.8.N65;Nonverbal communication
PN;PN1992.8.N67;Nostalgia
PN;PN1992.8.N87;Nurses
PN;PN1992.8.O24;Obesity
PN;PN1992.8.O27;Occupations (as a theme)
PN;PN1992.8.O72;Organizational behavior
PN;PN1992.8.P33;Peanuts television programs
PN;PN1992.8.P4;Personal appearance
PN;PN1992.8.P54;Pilot programs
PN;PN1992.8.P58;Pink Panther programs
PN;PN1992.8.P585;Politics (as a theme)
PN;PN1992.8.P6;Poverty
PN;PN1992.8.P74;Preteens
PN;PN1992.8.P75;Prisons
PN;PN1992.8.P8;Public service programs
PN;PN1992.8.P83;Public speaking
PN;PN1992.8.P86;Puppets. Puppet plays
PN;PN1992.8.P95;Pyramids (Gymnastics)
PN;PN1992.8.Q5;Quiz shows. Game shows
PN;PN1992.8.R24;Race
PN;PN1992.8.R26;Rape
PN;PN1992.8.R3;Rating
PN;PN1992.8.R32;Real Housewives television programs
PN;PN1992.8.R4;Realism
PN;PN1992.8.R43;Reality programs
PN;PN1992.8.R45;Religion
PN;PN1992.8.R47;Reruns
PN;PN1992.8.R87;Rural comedies
PN;PN1992.8.S33;Science
PN;PN1992.8.S35;Science fiction
PN;PN1992.8.S36;Scooby-Doo television programs
PN;PN1992.8.S37;Sensationalism
PN;PN1992.8.S374;Senses and sensation
PN;PN1992.8.S38;September 11 Terrorist Attacks, 2001
PN;PN1992.8.S39;Serial murderers
PN;PN1992.8.S4;Serials. Series. Soap operas. Telenovelas
PN;PN1992.8.S43;Sex
PN;PN1992.8.S44;Sex role
PN;PN1992.8.S45;Sexual minorities
PN;PN1992.8.S58;Southern States
PN;PN1992.8.S62;Spacebridges
PN;PN1992.8.S64;Special programs. Specials
PN;PN1992.8.S67;Spy television programs
PN;PN1992.8.S7;Stage-setting
PN;PN1992.8.S74;Star Trek television programs
PN;PN1992.8.S78;Student television
PN;PN1992.8.S84;Suffering
PN;PN1992.8.S87;Supernatural
PN;PN1992.8.T3;Talk shows
PN;PN1992.8.T43;Teachers
PN;PN1992.8.T44;Telethons
PN;PN1992.8.T45;Television adaptations
PN;PN1992.8.T47;Terrorism
PN;PN1992.8.T56;Time (as a theme)
PN;PN1992.8.T75;Travel
PN;PN1992.8.T78;True crime programs
PN;PN1992.8.V3;Variety shows
PN;PN1992.8.V55;Violence
PN;PN1992.8.W36;Weddings
PN;PN1992.8.W4;Westerns
PN;PN1992.8.W47;White people
PN;PN1992.8.W58;Witches
PN;PN1992.8.W65;Women
PN;PN1992.8.Y68;Youth. Teenagers
PN;PN1992.9;Miscellaneous works
PN;PN1992.92.A-Z;Individual corporations, A-Z
PN;PN1992.922;Periodicals
PN;PN1992.9225;Congresses
PN;PN1992.923;General works
PN;PN1992.9233.A-Z;By region or country, A-Z
PN;PN1992.9235;Collective
PN;PN1992.9236.A-Z;Individual, A-Z
PN;PN1992.924;General works
PN;PN1992.9245;Juvenile works
PN;PN1992.925.A-Z;Programs. Scripts. By title of program, A-Z
PN;PN1992.926.A-Z;Special topics, A-Z
PN;PN1992.926.A87;Authorship. Technique
PN;PN1992.926.P65;Political aspects
PN;PN1992.926.P76;Production and direction
PN;PN1992.926.R45;Religious aspects
PN;PN1992.927.A-Z;Individual corporations, A-Z
PN;PN1992.93;Periodicals. Societies. Serials
PN;PN1992.934.A-Z;By region or country, A-Z
PN;PN1992.935;General works
PN;PN1992.94;Production and direction
PN;PN1992.945;Other special
PN;PN1992.95;Catalogs
PN;PN1993;Periodicals. Societies. Serials
PN;PN1993.4;General works
PN;PN1993.42.A-Z;By region or country, A-Z
PN;PN1993.43.A-Z;Individual museums, archives, exhibitions, festivals, etc. By place, A-Z
PN;PN1993.44.A-Z;Special topics, A-Z
PN;PN1993.44.G39;Gay and lesbian film festivals
PN;PN1993.44.H83;Human rights film festivals
PN;PN1993.44.J48;Jewish film festivals
PN;PN1993.45;Dictionaries
PN;PN1993.5.A1;General works
PN;PN1993.5.A3-Z;By region or country, A-Z
PN;PN1993.5.E19;East Asia
PN;PN1993.5.I8;India
PN;PN1993.5.I84;Indonesia
PN;PN1993.5.S64;South Asia
PN;PN1993.5.S644;Southeast Asia
PN;PN1993.5.T5;Thailand
PN;PN1993.5.U6;General
PN;PN1993.5.U65;Hollywood, Calif.
PN;PN1993.5.U7-.U8;Other local. By state
PN;PN1993.6;Portuguese-speaking countries
PN;PN1993.7;General works
PN;PN1993.75;Audiovisual aids about motion pictures
PN;PN1993.8.A-Z;By region or country, A-Z
PN;PN1993.85;Examinations, questions, etc.
PN;PN1993.9;General and international
PN;PN1993.92;United States
PN;PN1993.93.A-Z;Other regions or countries, A-Z
PN;PN1994.A52-Z;General works
PN;PN1994.5;Juvenile literature
PN;PN1994.9;Anecdotes, facetiae, satire
PN;PN1995;General special
PN;PN1995.2;Relation to history
PN;PN1995.25;Relation to the arts
PN;PN1995.3;Relation to literature
PN;PN1995.4;Relation to language
PN;PN1995.5;Relation to ethics, etc.
PN;PN1995.6;General works
PN;PN1995.62;General works
PN;PN1995.63.A-.W;By state, A-W
PN;PN1995.64.A-Z;By city, A-Z
PN;PN1995.65.A-Z;Other regions or countries, A-Z
PN;PN1995.67.A1;General works
PN;PN1995.67.A3-Z;By place, A-Z
PN;PN1995.7;Pictures and sound. Talking pictures
PN;PN1995.75;Silent films
PN;PN1995.8;Amateur motion pictures
PN;PN1995.85;Virtual reality films
PN;PN1995.9.A-Z;Other special topics, A-Z
PN;PN1995.9.A24;Abbott and Costello films
PN;PN1995.9.A25;Abjection
PN;PN1995.9.A255;Accents and accentuation
PN;PN1995.9.A26;Acting. Auditions
PN;PN1995.9.A28;Adoption
PN;PN1995.9.A3;Adventure films
PN;PN1995.9.A43;Africa
PN;PN1995.9.A433;Aging
PN;PN1995.9.A435;AIDS (Disease)
PN;PN1995.9.A437;Airplanes
PN;PN1995.9.A44;Alamo (San Antonio, Tex.)
PN;PN1995.9.A443;Alcatraz Island (Calif.)
PN;PN1995.9.A45;Alcoholism
PN;PN1995.9.A457;Alien films
PN;PN1995.9.A46;Alien (Foreign) workers
PN;PN1995.9.A47;Alienation (Social psychology). Rebels
PN;PN1995.9.A48;Aliens
PN;PN1995.9.A483;Amateur films (as a theme)
PN;PN1995.9.A4835;American Dream
PN;PN1995.9.A48354;Amharc Éireann films
PN;PN1995.9.A484;Amnesia
PN;PN1995.9.A487;Anarchism
PN;PN1995.9.A488;Androids
PN;PN1995.9.A49;Angélique films
PN;PN1995.9.A495;Angola
PN;PN1995.9.A5;Animals
PN;PN1995.9.A54;Anti-communist movements
PN;PN1995.9.A55;Antisemitism
PN;PN1995.9.A64;Apocalyptic films
PN;PN1995.9.A68;Arabs
PN;PN1995.9.A69;Archaeology
PN;PN1995.9.A695;Architects
PN;PN1995.9.A6955;Arctic regions
PN;PN1995.9.A7;Argentina
PN;PN1995.9.A72;Armed Forces
PN;PN1995.9.A723;Armenian massacres
PN;PN1995.9.A73;Art and the arts
PN;PN1995.9.A74;Art direction
PN;PN1995.9.A75;Arthur and Arthurian romances
PN;PN1995.9.A76;Artists
PN;PN1995.9.A77;Asian Americans
PN;PN1995.9.A78;Asians
PN;PN1995.9.A8;Audiences
PN;PN1995.9.A83;Auschwitz (Concentration camp)
PN;PN1995.9.A835;Australians, Aboriginal
PN;PN1995.9.A836;Austria
PN;PN1995.9.A837;Auteur theory
PN;PN1995.9.A84;Authors
PN;PN1995.9.A845;Autism
PN;PN1995.9.A85;Automobiles. Motor vehicles
PN;PN1995.9.A93;Avarice
PN;PN1995.9.B2;B films
PN;PN1995.9.B26;Back to the Future films
PN;PN1995.9.B28;Baseball films
PN;PN1995.9.B29;Basques
PN;PN1995.9.B3;Baths
PN;PN1995.9.B34;Batman films
PN;PN1995.9.B38;Beach party films
PN;PN1995.9.B384;Beaches
PN;PN1995.9.B39;Beauty and the Beast (Tale)
PN;PN1995.9.B42;Beauty, Personal
PN;PN1995.9.B46;Berber films
PN;PN1995.9.B47;Berlin (Germany)
PN;PN1995.9.B53;Bible films
PN;PN1995.9.B54;Billy, the Kid
PN;PN1995.9.B545;Bioethics
PN;PN1995.9.B55;Biographical films
PN;PN1995.9.B57;Bisexuality
PN;PN1995.9.B575;Black and white films
PN;PN1995.9.B58;Black Lagoon films
PN;PN1995.9.B585;Black people. African Americans
PN;PN1995.9.B59;Blind
PN;PN1995.9.B598;Blockbusters
PN;PN1995.9.B6;Blood
PN;PN1995.9.B62;Body, Human
PN;PN1995.9.B63;Bogotá (Colombia)
PN;PN1995.9.B635;Bolivia
PN;PN1995.9.B64;Bondage (Sexual behavior)
PN;PN1995.9.B67;Boundaries. Borderlands
PN;PN1995.9.B675;Bourekas films
PN;PN1995.9.B68;Bowery Boys films
PN;PN1995.9.B69;Boxing
PN;PN1995.9.B7;Boys
PN;PN1995.9.B72;Brazil
