classe;cote_range;description
PN;PN2899.8.A-Z;Individual, A-Z
PN;PN2900-2908;Indonesia (Table PN6a modified)
PN;PN2904.5.A-Z;Special types of theater, A-Z
PN;PN2904.5.D85;Dulmuluk
PN;PN2904.5.K43;Kecak
PN;PN2904.5.L36;Langen mandra wanara
PN;PN2904.5.L37;Langendriya
PN;PN2904.5.L45;Lenong
PN;PN2904.5.L83;Ludruk
PN;PN2904.5.R35;Randai
PN;PN2904.5.W38;Wayang wong (Dance drama)
PN;PN2910-2918;Philippines (Table PN6a)
PN;PN2919-2919.8;Israel. Palestine (Table PN8)
PN;PN2920;Collections
PN;PN2921;General works
PN;PN2922;Early to 1868
PN;PN2923;1868-1900
PN;PN2924;20th century
PN;PN2924.2;21st century
PN;PN2924.5.A-Z;Special types of theater, A-Z
PN;PN2924.5.D45;Dengaku
PN;PN2924.5.G54;Gigaku
PN;PN2924.5.K3;Kabuki
PN;PN2924.5.K35;Kagura
PN;PN2924.5.K6;Kowaka
PN;PN2924.5.K9;Kyogen
PN;PN2924.5.M36;Manzai
PN;PN2924.5.N36;Naniwabushi
PN;PN2924.5.N6;Nō
PN;PN2924.5.N65;Nōmai
PN;PN2924.5.R34;Rakugo
PN;PN2924.5.S3;Sarugaku
PN;PN2925.A-Z;Special provinces, A-Z
PN;PN2926.A-Z;Special cities, A-Z
PN;PN2927;Collective
PN;PN2928.A-Z;Individual, A-Z
PN;PN2930-2938;Korea (Table PN6a modified)
PN;PN2934.27.A-Z;Special types of theater, A-Z
PN;PN2934.27.K35;Kamyŏnʾgŭk. Tʻallori
PN;PN2934.27.N35;Namsadang nori
PN;PN2934.27.S35;Sandae
PN;PN2939-2939.8;North Korea (Table PN8)
PN;PN2940-2948;Pakistan (Table PN6a)
PN;PN2950-2958;Iran (Table PN6a)
PN;PN2959-2959.8;Turkey (Table PN8)
PN;PN2960.A-Z;Other Asian regions or countries, A-Z
PN;PN2960.A67;Arab countries
PN;PN2960.A7;Armenia
PN;PN2969;General works
PN;PN2970;Periodicals. Serials
PN;PN2971;General works
PN;PN2971.5;General special
PN;PN2972;Early to 1800
PN;PN2973;19th century
PN;PN2974;20th century
PN;PN2974.2;21st century
PN;PN2975.A-Z;Special states, provinces, etc., A-Z
PN;PN2976.A-Z;Special cities, A-Z
PN;PN2977;Collective
PN;PN2978.A-Z;Individual, A-Z
PN;PN2979;General works
PN;PN2980;Periodicals. Serials
PN;PN2981;General works
PN;PN2981.5;General special
PN;PN2982;Early to 1800
PN;PN2983;19th century
PN;PN2984;20th century
PN;PN2984.2;21st century
PN;PN2985.A-Z;Special states, provinces, etc., A-Z
PN;PN2986.A-Z;Special cities, A-Z
PN;PN2987;Collective
PN;PN2988.A-Z;Individual, A-Z
PN;PN2989-2989.8;Cameroon (Table PN8)
PN;PN2990-2990.8;Ghana (Table PN8)
PN;PN2991-2991.8;Kenya (Table PN8)
PN;PN2992-2992.8;Liberia (Table PN8)
PN;PN2993-2993.8;Nigeria (Table PN8)
PN;PN2994-2994.8;Somalia (Table PN8)
PN;PN2995-2995.8;Tanzania (Table PN8)
PN;PN2996-2996.8;Uganda (Table PN8)
PN;PN2997-2997.8;Zambia (Table PN8)
PN;PN2998-2998.8;Zimbabwe (Table PN8)
PN;PN3000.A-Z;Other African regions or countries, A-Z
PN;PN3010;Periodicals. Serials
PN;PN3011;General works
PN;PN3011.5;General special
PN;PN3012;Early to 1800
PN;PN3013;19th century
PN;PN3014;20th century
PN;PN3014.2;21st century
PN;PN3015.A-Z;Special states, provinces, etc., A-Z
PN;PN3016.A-Z;Special cities, A-Z
PN;PN3017;Collective
PN;PN3018.A-Z;Individual, A-Z
PN;PN3030.A-Z;Pacific islands, A-Z
PN;PN3032;Developing countries
PN;PN3035;The Jewish theater
PN;PN3151;Treatises
PN;PN3155;Popular works
PN;PN3156;General special
PN;PN3157;General works
PN;PN3159.A-Z;By region or country, A-Z
PN;PN3160.A-Z;Other special topics, A-Z
PN;PN3160.A34;Aged. Older people
PN;PN3160.C34;Camping
PN;PN3160.W64;Women
PN;PN3161;General works
PN;PN3166.A-Z;Local. By place, A-Z
PN;PN3166.S3;San Francisco. Bohemian Club of San Francisco
PN;PN3169.A-Z;Other regions or countries, A-Z
PN;PN3171;The drama as a method of teaching
PN;PN3175;General works
PN;PN3178.A-Z;Special topics, A-Z
PN;PN3178.C6;Competitions
PN;PN3178.C64;Convent theater
PN;PN3178.J46;Jesuit theater
PN;PN3178.P52;Piarist theater
PN;PN3178.P7;Production and direction
PN;PN3178.S8;Stage setting and scenery
PN;PN3178.T68;Theater management
PN;PN3182;General works
PN;PN3185.A-Z;By institution, A-Z
PN;PN3191.A-Z;Other regions or countries, A-Z
PN;PN3195;Minstrel shows, etc.
PN;PN3203;Treatises. Production of (Amateur) pageants, masques, plays, etc.
PN;PN3205;Collections of texts, scenarios, etc.
PN;PN3206;Special pageants, etc. By author or title
PN;PN3209;General works
PN;PN3211.A-Z;Local, A-Z
PN;PN3215.A-Z;Other America. By region or country, A-Z
PN;PN3220;General works
PN;PN3221;General works
PN;PN3222.A-Z;Local, A-Z
PN;PN3225;General works
PN;PN3226.A-Z;Local, A-Z
PN;PN3233;General works
PN;PN3235;General works
PN;PN3238;Minor works
PN;PN3241;Texts of the play
PN;PN3244.A-Z;Other local, A-Z
PN;PN3251;General works
PN;PN3252.A-Z;Local, A-Z
PN;PN3255;General works
PN;PN3256.A-Z;Local, A-Z
PN;PN3261;General works
PN;PN3262.A-Z;Local, A-Z
PN;PN3265;General works
PN;PN3266.A-Z;Local, A-Z
PN;PN3271;General works
PN;PN3272.A-Z;Local, A-Z
PN;PN3275;General works
PN;PN3276.A-Z;Local, A-Z
PN;PN3281;General works
PN;PN3282.A-Z;Local, A-Z
PN;PN3299.A-Z;Other regions or countries, A-Z
PN;PN3302;Applied theater
PN;PN3305;General works
PN;PN3306;Collections of texts
PN;PN3307.A-Z;By region or country, A-Z
PN;PN3311;Periodicals. Societies. Serials
PN;PN3318;Statistics
PN;PN3319;Congresses
PN;PN3321;Various authors
PN;PN3324;Collected essays by individual authors
PN;PN3326;Digests, synopses, etc.
PN;PN3329;Early
PN;PN3331;Recent
PN;PN3335;Aesthetics. Criticism, etc.
PN;PN3338;General works
PN;PN3340;Realism and romanticism in prose fiction
PN;PN3341;Relation to life
PN;PN3342;Relation to art
PN;PN3343;Relation to history
PN;PN3344;Relation to sociology
PN;PN3347;Relation to philosophy, ethics, etc.
PN;PN3351;Relation to religion, mythology, etc.
PN;PN3352.A-Z;Other special, A-Z
PN;PN3352.A34;Absurdity
PN;PN3352.A38;Adultery
PN;PN3352.A52;AIDS (Disease)
PN;PN3352.A54;Androids
PN;PN3352.A55;Animals
PN;PN3352.A73;Archives
PN;PN3352.A75;Aristocracy (Social class)
PN;PN3352.A84;Asia
PN;PN3352.B37;Barcelona (Spain)
PN;PN3352.B53;Bible
PN;PN3352.C37;Carnival
PN;PN3352.C45;Characters and characteristics
PN;PN3352.C47;Christianity
PN;PN3352.C49;Circus
PN;PN3352.C5;Cities and towns
PN;PN3352.C6;The comic
PN;PN3352.C74;Crime
PN;PN3352.D36;Dance
PN;PN3352.D44;Demonology. Demons
PN;PN3352.D57;Disasters
PN;PN3352.D58;Discrimination
PN;PN3352.E2;Economics
PN;PN3352.E38;Education
PN;PN3352.E45;Emigration and immigration
PN;PN3352.E56;Emotions
PN;PN3352.E68;Equality
PN;PN3352.E95;Existentialism
PN;PN3352.F35;Failure (Psychology)
PN;PN3352.F67;Forgery
PN;PN3352.G56;Globalization
PN;PN3352.G64;God
PN;PN3352.G76;Grotesque
PN;PN3352.G85;Guilt
PN;PN3352.H63;Holocaust, Jewish (1939-1945)
PN;PN3352.H65;Homosexuality
PN;PN3352.I53;Illegitimacy
PN;PN3352.I535;Imperialism
PN;PN3352.I54;Infanticide
PN;PN3352.I55;Innocence
PN;PN3352.I56;Interpersonal relations
PN;PN3352.I78;Islamic fundamentalism
PN;PN3352.I83;Islamophobia
PN;PN3352.I85;Islands
PN;PN3352.J39;Jazz
PN;PN3352.J9;Judicial error
PN;PN3352.K56;Knowledge
PN;PN3352.M26;Magic
PN;PN3352.M3;Management
PN;PN3352.M34;Marginality, Social
PN;PN3352.M55;Mimesis
PN;PN3352.M57;Miscegenation
PN;PN3352.M85;Multiculturalism
PN;PN3352.M87;Murder
PN;PN3352.M89;Music
PN;PN3352.N83;Nuclear warfare
PN;PN3352.O27;Obsessive-compulsive disorder
PN;PN3352.O84;Other (Philosophy)
PN;PN3352.P26;Painting
PN;PN3352.P3;Paris
PN;PN3352.P38;Petroleum
PN;PN3352.P46;Photography
PN;PN3352.P64;Portraits
PN;PN3352.P67;Probability. Verisimilitude
PN;PN3352.P7;Psychology
PN;PN3352.Q37;Quests
PN;PN3352.R34;Railroads
PN;PN3352.R43;Regionalism
PN;PN3352.S3;School
PN;PN3352.S34;Science
PN;PN3352.S44;Self
PN;PN3352.S48;Sex
PN;PN3352.S49;Shamanism
PN;PN3352.S5;Sickness
PN;PN3352.S68;Sound recordings
PN;PN3352.S72;Statues
PN;PN3352.S74;Storytelling
PN;PN3352.S94;Swindlers and swindling
PN;PN3352.T35;Terrorism
PN;PN3352.T45;Theater
PN;PN3352.T5;Time
PN;PN3352.T73;Tragic, The
PN;PN3352.T74;Translating and interpreting
PN;PN3352.T75;Travel
PN;PN3352.V54;Vietnam War, 1961-1975
PN;PN3352.W34;Walking
PN;PN3352.W66;Women
PN;PN3353;General works
PN;PN3354;Addresses, essays, lectures
PN;PN3355;General works (Fiction in general)
PN;PN3365;The novel
PN;PN3373;The short story
PN;PN3377;Juvenile stories
PN;PN3377.5.A-Z;Other, A-Z
PN;PN3377.5.A37;Adventure stories
PN;PN3377.5.A48;Alternative histories (Fiction)
PN;PN3377.5.C45;Chick lit
PN;PN3377.5.C47;Christian fiction
PN;PN3377.5.C57;Computer-produced fiction
PN;PN3377.5.C6;Confession stories
PN;PN3377.5.C75;Crime writing
PN;PN3377.5.D4;Detective and mystery stories
PN;PN3377.5.E76;Erotic stories
PN;PN3377.5.F313;Fables
PN;PN3377.5.F32;Fairy tales
PN;PN3377.5.F33;Fan fiction
PN;PN3377.5.F34;Fantastic fiction
PN;PN3377.5.F53;Flash fiction
PN;PN3377.5.H57;Historical fiction
PN;PN3377.5.H67;Horror tales
PN;PN3377.5.L44;Legends
PN;PN3377.5.L68;Love stories
PN;PN3377.5.O33;Occult fiction
PN;PN3377.5.O9;Outdoor life
PN;PN3377.5.R45;Reportage literature
PN;PN3377.5.R48;Revolutionary literature
PN;PN3377.5.S3;Science fiction
PN;PN3377.5.S77;Stream of consciousness fiction
PN;PN3377.5.S87;Suspense fiction
PN;PN3377.5.T35;Tales
PN;PN3377.5.V56;Violence
PN;PN3377.5.W37;War stories
PN;PN3377.5.W47;Western stories
PN;PN3378;Plots
PN;PN3383.A-Z;Other, A-Z
PN;PN3383.C4;Characterization
PN;PN3383.C55;Closure
PN;PN3383.D53;Dialogue
PN;PN3383.E35;Editing
PN;PN3383.E96;Exposition
PN;PN3383.F74;Free indirect speech
PN;PN3383.I5;Indirect discourse
PN;PN3383.M48;Metaphor
PN;PN3383.N35;Narration
PN;PN3383.O64;Openings
PN;PN3383.P37;Parody
PN;PN3383.P64;Point of view
PN;PN3383.R46;Repetition
PN;PN3383.S42;Setting
PN;PN3383.S67;Space
PN;PN3383.S79;Style
PN;PN3383.S83;Subtext
PN;PN3385;General works
PN;PN3401;Women writers. Feminism in fiction
PN;PN3403;Men writers. Masculinity in fiction
PN;PN3406;Muslim writers
PN;PN3411;Characters: Heroes and heroines, etc.
PN;PN3418;Jews
PN;PN3423;Black people
PN;PN3426.A-Z;Other, A-Z
PN;PN3426.A75;Armenians
PN;PN3426.A77;Artists
PN;PN3426.A87;Autistic people
PN;PN3426.C5;Children
PN;PN3426.C74;Creoles
PN;PN3426.K65;Knights and knighthood
PN;PN3426.L3;Labor. Working class
PN;PN3426.L37;Lawyers
PN;PN3426.N85;Nuns
PN;PN3426.N96;Nymphets
PN;PN3426.P4;Peasants
PN;PN3426.P46;People with mental disabilities
PN;PN3426.P55;Philologists
PN;PN3426.P75;Prostitutes
PN;PN3426.S24;Saints
PN;PN3426.T73;Transvestites. Cross-dressers
PN;PN3426.W65;Women
PN;PN3427;General works
PN;PN3428;General
PN;PN3432;"Robinsonades, ""Avanturiers,"" etc."
PN;PN3433;Periodicals. Societies. Serials
PN;PN3433.2;Congresses
PN;PN3433.3;Exhibitions, museums, etc.
PN;PN3433.4;Encyclopedias. Dictionaries
PN;PN3433.5;General works
PN;PN3433.6;Special topics (not A-Z)
PN;PN3433.7;Study and teaching
PN;PN3433.8;History
PN;PN3435;Tales of wonder, terror, etc. Fantastic fiction
PN;PN3437;Fairy tales
PN;PN3441;The historical novel
PN;PN3443;Juvenile and young adult fiction
PN;PN3448.A-Z;Other, A-Z
PN;PN3448.A3;Adventure stories
PN;PN3448.A47;Alternative histories (Fiction)
PN;PN3448.A8;Autobiographical fiction
PN;PN3448.B54;Bildungsromans
PN;PN3448.B56;Biographical fiction
PN;PN3448.C48;Christian fiction
PN;PN3448.C49;College stories
PN;PN3448.C94;Cycles
PN;PN3448.D4;Detective and mystery stories
PN;PN3448.E36;Ecofiction
PN;PN3448.E6;Epistolary novel
PN;PN3448.E76;Erotic stories
PN;PN3448.F36;Fan fiction
PN;PN3448.F54;Film novelizations
PN;PN3448.G68;Gothic fiction
PN;PN3448.H4;Heroic romance
PN;PN3448.H96;Hypertext fiction
PN;PN3448.K85;Künstlerroman
PN;PN3448.L4;Legal novels
PN;PN3448.L67;Love stories
PN;PN3448.P38;Pastoral fiction
PN;PN3448.P6;Political novel
PN;PN3448.P8;Psychological novel
PN;PN3448.S456;Sea stories
PN;PN3448.S46;Sentimental novel
PN;PN3448.S47;Sequels
PN;PN3448.S48;Serialized fiction
PN;PN3448.S6;Sociological novel
PN;PN3448.S64;Speculative fiction
PN;PN3448.S66;Spy stories
PN;PN3448.S73;Steampunk fiction
PN;PN3448.S86;Suspense fiction
PN;PN3448.U7;Utopian literature
PN;PN3448.W3;War stories
PN;PN3448.W4;Western stories
PN;PN3451;American and English
PN;PN3452;Dutch
PN;PN3453;French
PN;PN3454;German
PN;PN3455;Italian
PN;PN3456;Scandinavian
PN;PN3457;Slavic
PN;PN3458;Spanish and Portuguese
PN;PN3459.A-Z;Other, A-Z
PN;PN3463;Addresses, essays, lectures
PN;PN3466;Ancient
PN;PN3481;Renaissance
PN;PN3491;General works
PN;PN3493;17th century
PN;PN3495;18th century
PN;PN3499;19th century
PN;PN3500;Early 19th century. Romanticism
PN;PN3503;20th century
PN;PN3504;21st century
PN;PN4001;English
PN;PN4003;Other
PN;PN4007;Directories
PN;PN4009;Societies
PN;PN4012;Collections (of monographs, etc., on the art, history, etc., of oratory)
PN;PN4016;Dictionaries
PN;PN4021;Comprehensive
PN;PN4023;General special
PN;PN4031;Middle Ages
PN;PN4036;Comprehensive
PN;PN4039;16th century
PN;PN4042;17th century
PN;PN4045;18th century
PN;PN4048;19th century
PN;PN4051;20th century
PN;PN4051.2;21st century
PN;PN4055.A-Z;By region or country, A-Z
PN;PN4057;Collected
PN;PN4058;Lecturers
PN;PN4059;Elocutionists
PN;PN4061;Philosophy. Theory. Relations
PN;PN4066;Satire. Humor
PN;PN4071;Periodicals. Serials
PN;PN4073;Societies
PN;PN4075;Congresses
PN;PN4076;Competitions. Oratorical contests
PN;PN4086;General works. History
PN;PN4088;Audiovisual aids
PN;PN4089;Examinations, questions, etc.
PN;PN4091;General works
PN;PN4092.A-Z;By place, A-Z
PN;PN4093.A-Z;Schools. By city, A-Z
PN;PN4093.8;Collective
PN;PN4094.A-Z;Individual, A-Z
PN;PN4095.A-Z;Other regions or countries, A-Z
PN;PN4096;Criticism
PN;PN4098;Vocational guidance
PN;PN4103;Latin
PN;PN4105;Other
PN;PN4111;American and English
PN;PN4112;Dutch
PN;PN4113;French
PN;PN4114;German
PN;PN4115;Italian
PN;PN4116;Scandinavian
PN;PN4117;Slavic
PN;PN4118;Spanish and Portuguese
PN;PN4119.A-Z;Other, A-Z
PN;PN4121;American and English
PN;PN4122;Dutch
PN;PN4123;French
PN;PN4124;German
PN;PN4125;Italian
PN;PN4126;Scandinavian
PN;PN4127;Slavic
PN;PN4128;Spanish and Portuguese
PN;PN4129.A-Z;Other, A-Z
PN;PN4129.15;American and English
PN;PN4129.2;Dutch
PN;PN4129.3;French
PN;PN4129.4;German
PN;PN4129.5;Italian
PN;PN4129.6;Scandinavian
PN;PN4129.7;Slavic
PN;PN4129.8;Spanish and Portuguese
PN;PN4129.9.A-Z;Other, A-Z
PN;PN4130;Addresses, essays, lectures, etc.
PN;PN4135;Audiences
PN;PN4140;Subjects
PN;PN4142;Composition, style, etc.
PN;PN4145;General works
PN;PN4148;Chamber theater
PN;PN4151;Poetry. Poetry readings
PN;PN4155;General works
PN;PN4157;Delsarte system
PN;PN4158;Quotation
PN;PN4162;General works
PN;PN4163.A-Z;Special topics, A-Z
PN;PN4163.C5;Children's voices
PN;PN4163.S8;Stimulants, Effect of
PN;PN4165;Gestures
PN;PN4168;Extemporaneous speaking
PN;PN4173;Pulpit oratory and elocution
PN;PN4177;Periodicals. Societies. Serials
PN;PN4181;Treatises
PN;PN4183.A-Z;Special topics, A-Z
PN;PN4183.C74;Cross-examination
PN;PN4183.J83;Judging
PN;PN4185;Associations, leagues, etc.
PN;PN4187;General works
PN;PN4189.A-Z;Special colleges, schools, etc., A-Z
PN;PN4191.A-Z;Other regions or countries, A-Z
PN;PN4192.A-Z;Special classes of persons, A-Z
PN;PN4192.A72;Architects
PN;PN4192.B87;Businesspeople
PN;PN4192.C45;Church leaders
PN;PN4192.C63;Coaches
PN;PN4192.E53;Engineers
PN;PN4192.M37;Masters of ceremonies
PN;PN4192.M43;Medical personnel
PN;PN4192.P79;Psychologists
PN;PN4192.S35;School administrators
PN;PN4192.S39;Scientists
PN;PN4192.S78;Students
PN;PN4192.S94;Supervisors
PN;PN4192.T43;Teachers. Educators
PN;PN4192.U54;Union representatives
PN;PN4192.W65;Women
PN;PN4193.A-Z;Other special, A-Z
PN;PN4193.B6;Biographical speeches
PN;PN4193.B8;Business speeches
PN;PN4193.C5;Choral speaking
PN;PN4193.I5;Illustrative incidents, stories, etc.
PN;PN4193.L4;Lectures and lecturing
PN;PN4193.M5;Military service
PN;PN4193.O4;Occasional speeches
PN;PN4193.O7;Open-air meeting
PN;PN4193.P5;Poetry recitation
PN;PN4193.P6;Political oratory
PN;PN4193.P73;Press conferences
PN;PN4193.R63;Roasts
PN;PN4197;Drill books. Voice culture
PN;PN4199;Serials
PN;PN4200;Early through 1830
PN;PN4201;1831-
PN;PN4215;New England
PN;PN4217;South
PN;PN4219;West
PN;PN4221;Pacific
PN;PN4225.A-.W;By state, A-W
PN;PN4228.A-Z;Foreign. By nationality, A-Z
PN;PN4230;Early through 1830
PN;PN4231;1831-
PN;PN4240;Early through 1830
PN;PN4241;1831-
PN;PN4250;Early through 1830
PN;PN4251;1831-
PN;PN4270;Early through 1830
PN;PN4271;1831-
PN;PN4290;Early to 1830
PN;PN4291;1831-
PN;PN4305.A-Z;Other special. By subject, A-Z
PN;PN4305.B53;Black people
PN;PN4305.C3;Catholic
PN;PN4305.C4;Choral recitations
PN;PN4305.C5;Christmas
PN;PN4305.C6;Club and lodge-room
PN;PN4305.C7;College, commencement parts, etc
PN;PN4305.D6;Dialect
PN;PN4305.E2;Easter
PN;PN4305.H7;Holidays
PN;PN4305.I5;Impersonations
PN;PN4305.I6;Indians
PN;PN4305.I7;Introduction of speakers
PN;PN4305.J48;Jewish
PN;PN4305.M3;Martial, heroic, etc.
PN;PN4305.M6;Monologues
PN;PN4305.M8;Musical recitations
PN;PN4305.N3;Nature
PN;PN4305.O4;Occasional addresses. After-dinner speeches
PN;PN4305.P3;Pathetic, etc.
PN;PN4305.R3;Radio talks, etc.
PN;PN4305.S3;St. Valentine's day
PN;PN4305.S4;School exercises
PN;PN4305.T3;Tableaux, drills, etc., with recitations
PN;PN4305.T5;Thanksgiving
PN;PN4305.W44;Weddings
PN;PN4309;Addresses, essays, lectures
PN;PN4321;Indexes
PN;PN4331-4333;Dutch (Table PN10)
PN;PN4336-4338;French (Table PN10)
PN;PN4341-4343;German (Table PN10)
PN;PN4346-4348;Italian (Table PN10)
PN;PN4351-4353;Spanish (Table PN10)
PN;PN4355.A-Z;Other, A-Z
PN;PN4355.D2;Danish
PN;PN4355.N8;Norwegian
PN;PN4355.S8;Swedish
PN;PN4390;Diaries
PN;PN4395;Notebooks. Commonplace books
PN;PN4397;Anthologies
PN;PN4400;Letters (Literary history)
PN;PN4500;Essays
PN;PN4550;Periodicals. Societies. Serials
PN;PN4551;Congresses
PN;PN4552;General works
PN;PN4553;Philosophy
PN;PN4554;General works
PN;PN4555.A-Z;By region or country, A-Z
PN;PN4557;Authorship. Technique
PN;PN4560;General works
PN;PN4560.3;Relation to history
PN;PN4563.A-Z;Special classes of authors, A-Z
PN;PN4563.W66;Women
PN;PN4565.A-Z;Other special topics, A-Z
PN;PN4565.A47;African Americans
PN;PN4565.L38;Law
PN;PN4565.P65;Political aspects
PN;PN4565.W58;Wit and humor
PN;PN4567.2;Blogs
PN;PN4567.6;Microblogs
PN;PN4567.7;Podcasts
PN;PN4567.9;Video blogs
PN;PN4569.A-Z;Individual social networks, A-Z
PN;PN4569.F33;Facebook
PN;PN4569.I57;Instagram
PN;PN4569.M97;MySpace
PN;PN4569.T85;Twitter
PN;PN4580;General
PN;PN4581.A-Z;Special classes of authors, A-Z
PN;PN4581.W66;Women
PN;PN4583.A-Z;By subject, A-Z
PN;PN4583.F75;Friendship
PN;PN4587;Collective
PN;PN4587.2.A-Z;Individual, A-Z
PN;PN4699;International. Polyglot
PN;PN4700;American
PN;PN4701;English
PN;PN4702;French
PN;PN4703;German
PN;PN4705;Other
PN;PN4712;General works
PN;PN4714;News agencies
PN;PN4715;Press councils
PN;PN4716;General works
PN;PN4716.2.A-Z;Special institutions, A-Z
PN;PN4717;Congresses. Conferences
PN;PN4720.A-Z;Exhibitions. By place, A-Z
PN;PN4722;Series: Monographs, etc.
PN;PN4724;Collected works of two or more authors
PN;PN4725;Collected works, essays, papers, etc., by individual authors
PN;PN4726;Specimens of journalistic writings
PN;PN4727;Archives
PN;PN4728;Encyclopedias. Dictionaries
PN;PN4729;General works
PN;PN4729.2;Information services
PN;PN4729.3;Computer network resources
PN;PN4731;General works. Theory, scope, influence, etc.
PN;PN4733;Addresses, essays, lectures
PN;PN4734;General works
PN;PN4734.5.A-Z;Individual international firms and groups, A-Z
PN;PN4735;General works
PN;PN4736;International press
PN;PN4737;Government press services
PN;PN4738;General works
PN;PN4739.A-Z;Local, A-Z
PN;PN4741;Newspaper libel
PN;PN4745;Other special
PN;PN4748.A-Z;Other regions or countries, A-Z
PN;PN4749;Relation to social questions
PN;PN4751;Relation to politics
PN;PN4756;Relation to ethics, religion, etc.
PN;PN4759;Relation to literature
PN;PN4762;Relation to art
PN;PN4765;Relation to the stage, etc.
PN;PN4766;Relation to social media
PN;PN4771;Other
PN;PN4775;General works
PN;PN4776;Juvenile works
PN;PN4778;The editor. Editing
PN;PN4781;Reporting, correspondence, etc.
PN;PN4783;Newspaper style
PN;PN4784.A-Z;Other, A-Z
PN;PN4784.A18;Abortion
PN;PN4784.A26;Aeronautical journalism
PN;PN4784.A3;Agricultural journalism
PN;PN4784.A5;Anniversary editions
PN;PN4784.A77;Arts
PN;PN4784.A94;Automotive journalism
PN;PN4784.B75;Broadcast journalism
PN;PN4784.C3;Catholic press
PN;PN4784.C45;Celebrities
PN;PN4784.C6;Circulation. Marketing
PN;PN4784.C615;Citizen journalism
PN;PN4784.C62;City editor
PN;PN4784.C624;Climatic changes
PN;PN4784.C625;Clippings
PN;PN4784.C63;The coach
PN;PN4784.C64;Colombia
PN;PN4784.C65;Column writing
PN;PN4784.C7;Commercial journalism
PN;PN4784.C72;Communist press
PN;PN4784.C73;Community newspapers
PN;PN4784.C75;Copyreading
PN;PN4784.C77;Country newspapers. Rural journalism
PN;PN4784.C88;Crime and journalism
PN;PN4784.C883;Crises
PN;PN4784.C885;Criticism of the press
PN;PN4784.C887;Crowd funding
PN;PN4784.C9;Cub reporters
PN;PN4784.D37;Death
PN;PN4784.D4;Dental journalism
PN;PN4784.D47;Developing countries
PN;PN4784.D57;Disaster reporting
PN;PN4784.E28;Editorial writing. Editorials
PN;PN4784.E3;Educational journalism
PN;PN4784.E5;Electronic data processing
PN;PN4784.E53;Electronic news gathering
PN;PN4784.E6;Employees' magazines
PN;PN4784.E68;Environment. Environmental protection
PN;PN4784.E7;Equipment and supplies
PN;PN4784.E75;Errors in the press
PN;PN4784.E78;Ethnic press
PN;PN4784.F27;Fake news
PN;PN4784.F3;Family in the press
PN;PN4784.F33;Fashion
PN;PN4784.F37;Feature writing
PN;PN4784.F4;Feuilletons
PN;PN4784.F5;Finance
PN;PN4784.F55;Food
PN;PN4784.F6;Foreign news
PN;PN4784.F74;Free circulation newspapers and periodicals
PN;PN4784.F76;Freelance journalism
PN;PN4784.G46;Genocide
PN;PN4784.G5;Ghost writing
PN;PN4784.G66;Gonzo journalism
PN;PN4784.H4;Headlines
PN;PN4784.H6;House organs
PN;PN4784.H86;Human rights
PN;PN4784.I46;Immersive journalism
PN;PN4784.I55;Indian press
PN;PN4784.I6;Interviewing
PN;PN4784.I73;Islam
PN;PN4784.I82;Italy
PN;PN4784.L3;Labor press
PN;PN4784.L44;Legal journalism
PN;PN4784.L6;Local editions
PN;PN4784.M34;Management
PN;PN4784.M36;Maps
PN;PN4784.M37;Mathematics
PN;PN4784.M4;Medical journalism
PN;PN4784.M45;Middle East
PN;PN4784.M5;Military journalism
PN;PN4784.M54;Mining journalism
PN;PN4784.M6;Motion picture journalism
PN;PN4784.N4;New literates
PN;PN4784.N48;News audiences
PN;PN4784.N5;Newsletters
PN;PN4784.N6;Notetaking
PN;PN4784.O22;Obituaries
PN;PN4784.O24;Objectivity
PN;PN4784.O6;Ombudsmen
PN;PN4784.O62;Online journalism
PN;PN4784.O64;Open letters
PN;PN4784.O9;Outdoor journalism
PN;PN4784.P2;Paragraphers
PN;PN4784.P4;Personnel management
PN;PN4784.P5;Pictorial journalism
PN;PN4784.P69;Press conferences
PN;PN4784.P7;Prison journalism
PN;PN4784.P73;Prisoner-of-war journalism
PN;PN4784.P8;Publicity
PN;PN4784.Q6;Quotation
PN;PN4784.R2;Radio journalism
PN;PN4784.R27;Readership surveys
PN;PN4784.R29;Regional journalism
PN;PN4784.R3;Religious press
PN;PN4784.R35;Islam
PN;PN4784.R38;Research
PN;PN4784.R4;Reviews. Critical writing
PN;PN4784.R65;Romanies
PN;PN4784.S4;Sensationalism
PN;PN4784.S5;Small town journalism
PN;PN4784.S55;Socialist journalism
PN;PN4784.S58;Specialization
PN;PN4784.S6;Sports journalism
PN;PN4784.S7;Stories
PN;PN4784.S73;Stringers (Journalists)
PN;PN4784.S75;Subjects for articles
PN;PN4784.S8;Syndicating
PN;PN4784.T23;Tabloid newspapers
PN;PN4784.T3;Technical journalism
PN;PN4784.T34;Technological innovations in journalism
PN;PN4784.T4;Television
PN;PN4784.T45;Terrorism
PN;PN4784.T72;Translation
PN;PN4784.T73;Travel journalism
PN;PN4784.U53;Underground press
PN;PN4784.V54;Video journalism
PN;PN4784.V56;Violence
PN;PN4784.W37;War
PN;PN4784.W38;War brides
PN;PN4784.W43;Web usage mining
PN;PN4784.W58;Wit and humor in journalism
PN;PN4784.W7;Women in journalism
PN;PN4785;General works
PN;PN4786;Audiovisual aids
PN;PN4788;General works
PN;PN4789.A-Z;By region or state, A-Z
